jdate,value,date
1387-09-15,283.3,2008-12-05
1387-09-16,280.0,2008-12-06
1387-09-17,279.9,2008-12-07
1387-09-18,279.0,2008-12-08
1387-09-20,278.7,2008-12-10
1387-09-23,278.3,2008-12-13
1387-09-24,278.4,2008-12-14
1387-09-25,278.4,2008-12-15
1387-09-26,278.4,2008-12-16
1387-09-30,279.5,2008-12-20
1387-10-01,279.5,2008-12-21
1387-10-02,279.6,2008-12-22
1387-10-03,279.5,2008-12-23
1387-10-04,279.5,2008-12-24
1387-10-07,279.7,2008-12-27
1387-10-08,279.4,2008-12-28
1387-10-09,279.3,2008-12-29
1387-10-10,278.9,2008-12-30
1387-10-11,278.9,2008-12-31
1387-10-14,278.9,2009-01-03
1387-10-15,278.9,2009-01-04
1387-10-16,279.5,2009-01-05
1387-10-21,279.9,2009-01-10
1387-10-22,280.0,2009-01-11
1387-10-23,280.3,2009-01-12
1387-10-24,281.2,2009-01-13
1387-10-25,281.4,2009-01-14
1387-10-28,281.4,2009-01-17
1387-10-29,280.8,2009-01-18
1387-10-30,280.7,2009-01-19
1387-11-01,280.9,2009-01-20
1387-11-02,281.1,2009-01-21
1387-11-05,280.4,2009-01-24
1387-11-06,280.5,2009-01-25
1387-11-07,289.4,2009-01-26
1387-11-08,290.5,2009-01-27
1387-11-09,290.8,2009-01-28
1387-11-12,293.1,2009-01-31
1387-11-13,293.2,2009-02-01
1387-11-14,293.8,2009-02-02
1387-11-15,295.0,2009-02-03
1387-11-16,297.1,2009-02-04
1387-11-19,296.6,2009-02-07
1387-11-20,296.5,2009-02-08
1387-11-21,297.3,2009-02-09
1387-11-23,296.6,2009-02-11
1387-11-26,296.3,2009-02-14
1387-11-27,295.7,2009-02-15
1387-11-29,295.3,2009-02-17
1387-11-30,294.6,2009-02-18
1387-12-03,294.1,2009-02-21
1387-12-04,294.9,2009-02-22
1387-12-05,294.0,2009-02-23
1387-12-07,293.0,2009-02-25
1387-12-10,292.5,2009-02-28
1387-12-11,292.0,2009-03-01
1387-12-12,291.9,2009-03-02
1387-12-13,291.9,2009-03-03
1387-12-14,291.6,2009-03-04
1387-12-17,290.8,2009-03-07
1387-12-18,290.5,2009-03-08
1387-12-19,290.4,2009-03-09
1387-12-20,290.3,2009-03-10
1387-12-21,290.4,2009-03-11
1387-12-24,290.2,2009-03-14
1387-12-26,290.9,2009-03-16
1387-12-27,291.4,2009-03-17
1387-12-28,291.7,2009-03-18
1388-01-05,292.1,2009-03-25
1388-01-08,292.3,2009-03-28
1388-01-09,293.2,2009-03-29
1388-01-10,294.3,2009-03-30
1388-01-11,291.2,2009-03-31
1388-01-15,291.0,2009-04-04
1388-01-16,290.8,2009-04-05
1388-01-17,290.5,2009-04-06
1388-01-18,290.6,2009-04-07
1388-01-19,287.7,2009-04-08
1388-01-22,290.3,2009-04-11
1388-01-23,295.3,2009-04-12
1388-01-24,294.8,2009-04-13
1388-01-25,293.6,2009-04-14
1388-01-26,298.2,2009-04-15
1388-01-29,302.2,2009-04-18
1388-01-30,307.6,2009-04-19
1388-01-31,313.9,2009-04-20
1388-02-01,316.5,2009-04-21
1388-02-02,320.9,2009-04-22
1388-02-05,320.3,2009-04-25
1388-02-06,319.1,2009-04-26
1388-02-07,318.8,2009-04-27
1388-02-08,319.9,2009-04-28
1388-02-09,319.9,2009-04-29
1388-02-12,320.1,2009-05-02
1388-02-13,320.1,2009-05-03
1388-02-14,320.4,2009-05-04
1388-02-15,320.9,2009-05-05
1388-02-16,321.7,2009-05-06
1388-02-19,325.8,2009-05-09
1388-02-20,329.6,2009-05-10
1388-02-21,331.7,2009-05-11
1388-02-22,333.7,2009-05-12
1388-02-23,336.4,2009-05-13
1388-02-26,336.3,2009-05-16
1388-02-27,337.7,2009-05-17
1388-02-28,338.7,2009-05-18
1388-02-29,338.5,2009-05-19
1388-02-30,341.6,2009-05-20
1388-03-02,339.2,2009-05-23
1388-03-03,338.9,2009-05-24
1388-03-04,339.2,2009-05-25
1388-03-05,343.0,2009-05-26
1388-03-06,343.2,2009-05-27
1388-03-09,343.7,2009-05-30
1388-03-10,348.4,2009-05-31
1388-03-11,355.1,2009-06-01
1388-03-12,361.6,2009-06-02
1388-03-13,363.1,2009-06-03
1388-03-16,363.1,2009-06-06
1388-03-17,362.4,2009-06-07
1388-03-18,361.5,2009-06-08
1388-03-19,362.1,2009-06-09
1388-03-20,362.1,2009-06-10
1388-03-23,361.8,2009-06-13
1388-03-24,361.7,2009-06-14
1388-03-25,360.9,2009-06-15
1388-03-26,360.9,2009-06-16
1388-03-27,360.9,2009-06-17
1388-03-30,361.5,2009-06-20
1388-03-31,360.8,2009-06-21
1388-04-01,360.8,2009-06-22
1388-04-02,355.1,2009-06-23
1388-04-03,355.7,2009-06-24
1388-04-06,356.0,2009-06-27
1388-04-07,356.9,2009-06-28
1388-04-08,359.4,2009-06-29
1388-04-09,360.6,2009-06-30
1388-04-10,361.6,2009-07-01
1388-04-13,361.1,2009-07-04
1388-04-14,366.4,2009-07-05
1388-04-16,365.7,2009-07-07
1388-04-20,365.0,2009-07-11
1388-04-21,362.6,2009-07-12
1388-04-22,362.0,2009-07-13
1388-04-23,363.5,2009-07-14
1388-04-24,363.6,2009-07-15
1388-04-25,363.6,2009-07-16
1388-04-27,363.6,2009-07-18
1388-04-28,363.1,2009-07-19
1388-04-30,368.9,2009-07-21
1388-04-31,368.7,2009-07-22
1388-05-03,371.8,2009-07-25
1388-05-04,376.7,2009-07-26
1388-05-05,381.7,2009-07-27
1388-05-06,386.3,2009-07-28
1388-05-07,391.2,2009-07-29
1388-05-10,397.6,2009-08-01
1388-05-11,398.8,2009-08-02
1388-05-12,397.5,2009-08-03
1388-05-13,398.0,2009-08-04
1388-05-14,397.5,2009-08-05
1388-05-17,397.6,2009-08-08
1388-05-18,397.6,2009-08-09
1388-05-19,397.9,2009-08-10
1388-05-20,399.5,2009-08-11
1388-05-21,407.3,2009-08-12
1388-05-24,415.6,2009-08-15
1388-05-25,416.7,2009-08-16
1388-05-26,419.1,2009-08-17
1388-05-27,421.3,2009-08-18
1388-05-28,422.6,2009-08-19
1388-05-31,422.7,2009-08-22
1388-06-01,422.6,2009-08-23
1388-06-02,416.6,2009-08-24
1388-06-03,425.4,2009-08-25
1388-06-04,422.6,2009-08-26
1388-06-07,420.0,2009-08-29
1388-06-08,416.9,2009-08-30
1388-06-09,409.4,2009-08-31
1388-06-10,408.1,2009-09-01
1388-06-11,408.0,2009-09-02
1388-06-14,412.6,2009-09-05
1388-06-15,410.0,2009-09-06
1388-06-16,410.5,2009-09-07
1388-06-17,415.2,2009-09-08
1388-06-18,411.2,2009-09-09
1388-06-21,411.2,2009-09-12
1388-06-22,405.4,2009-09-13
1388-06-23,407.6,2009-09-14
1388-06-24,409.2,2009-09-15
1388-06-25,410.6,2009-09-16
1388-06-28,412.5,2009-09-19
1388-06-29,412.5,2009-09-20
1388-06-30,420.8,2009-09-21
1388-06-31,423.0,2009-09-22
1388-07-01,430.6,2009-09-23
1388-07-04,436.2,2009-09-26
1388-07-05,435.2,2009-09-27
1388-07-06,433.0,2009-09-28
1388-07-07,428.4,2009-09-29
1388-07-08,430.1,2009-09-30
1388-07-11,436.5,2009-10-03
1388-07-12,445.1,2009-10-04
1388-07-13,453.8,2009-10-05
1388-07-14,463.5,2009-10-06
1388-07-15,475.2,2009-10-07
1388-07-18,488.6,2009-10-10
1388-07-19,500.2,2009-10-11
1388-07-20,494.6,2009-10-12
1388-07-21,504.5,2009-10-13
1388-07-25,515.4,2009-10-17
1388-07-26,517.5,2009-10-18
1388-07-27,521.0,2009-10-19
1388-07-28,524.0,2009-10-20
1388-07-29,526.1,2009-10-21
1388-08-02,529.5,2009-10-24
1388-08-03,529.1,2009-10-25
1388-08-04,530.4,2009-10-26
1388-08-05,534.4,2009-10-27
1388-08-06,538.6,2009-10-28
1388-08-09,543.0,2009-10-31
1388-08-10,549.7,2009-11-01
1388-08-11,556.3,2009-11-02
1388-08-12,571.4,2009-11-03
1388-08-13,586.6,2009-11-04
1388-08-16,599.6,2009-11-07
1388-08-17,590.9,2009-11-08
1388-08-18,587.9,2009-11-09
1388-08-19,576.5,2009-11-10
1388-08-20,571.2,2009-11-11
1388-08-23,575.6,2009-11-14
1388-08-24,571.7,2009-11-15
1388-08-25,567.4,2009-11-16
1388-08-26,564.4,2009-11-17
1388-08-27,559.7,2009-11-18
1388-08-30,560.7,2009-11-21
1388-09-01,555.2,2009-11-22
1388-09-02,558.1,2009-11-23
1388-09-03,562.5,2009-11-24
1388-09-04,565.2,2009-11-25
1388-09-08,563.5,2009-11-29
1388-09-09,562.2,2009-11-30
1388-09-10,559.1,2009-12-01
1388-09-11,544.5,2009-12-02
1388-09-14,533.7,2009-12-05
1388-09-16,535.5,2009-12-07
1388-09-17,530.9,2009-12-08
1388-09-18,517.6,2009-12-09
1388-09-21,506.0,2009-12-12
1388-09-22,494.7,2009-12-13
1388-09-23,497.9,2009-12-14
1388-09-24,492.4,2009-12-15
1388-09-25,489.4,2009-12-16
1388-09-28,480.2,2009-12-19
1388-09-29,487.6,2009-12-20
1388-09-30,496.8,2009-12-21
1388-10-01,487.4,2009-12-22
1388-10-02,487.9,2009-12-23
1388-10-07,486.8,2009-12-28
1388-10-08,485.1,2009-12-29
1388-10-09,489.4,2009-12-30
1388-10-12,501.8,2010-01-02
1388-10-13,514.2,2010-01-03
1388-10-14,515.0,2010-01-04
1388-10-15,513.3,2010-01-05
1388-10-16,517.7,2010-01-06
1388-10-19,528.9,2010-01-09
1388-10-20,532.9,2010-01-10
1388-10-21,529.5,2010-01-11
1388-10-22,524.8,2010-01-12
1388-10-23,524.1,2010-01-13
1388-10-26,527.0,2010-01-16
1388-10-27,539.6,2010-01-17
1388-10-28,545.0,2010-01-18
1388-10-29,559.2,2010-01-19
1388-10-30,567.1,2010-01-20
1388-11-03,563.9,2010-01-23
