jdate,value,date
1387-09-15,347.0,2008-12-05
1387-09-16,347.0,2008-12-06
1387-09-17,345.5,2008-12-07
1387-09-18,345.6,2008-12-08
1387-09-20,345.6,2008-12-10
1387-09-23,345.6,2008-12-13
1387-09-24,345.6,2008-12-14
1387-09-25,345.5,2008-12-15
1387-09-26,345.4,2008-12-16
1387-09-30,345.5,2008-12-20
1387-10-01,345.5,2008-12-21
1387-10-02,345.4,2008-12-22
1387-10-03,345.5,2008-12-23
1387-10-04,345.6,2008-12-24
1387-10-07,345.6,2008-12-27
1387-10-08,345.6,2008-12-28
1387-10-09,345.6,2008-12-29
1387-10-10,345.6,2008-12-30
1387-10-11,345.8,2008-12-31
1387-10-14,345.8,2009-01-03
1387-10-15,345.7,2009-01-04
1387-10-16,346.1,2009-01-05
1387-10-21,346.1,2009-01-10
1387-10-22,340.8,2009-01-11
1387-10-23,340.8,2009-01-12
1387-10-24,340.6,2009-01-13
1387-10-25,340.6,2009-01-14
1387-10-28,340.6,2009-01-17
1387-10-29,340.5,2009-01-18
1387-10-30,340.5,2009-01-19
1387-11-01,340.5,2009-01-20
1387-11-02,340.5,2009-01-21
1387-11-05,340.5,2009-01-24
1387-11-06,340.5,2009-01-25
1387-11-07,334.8,2009-01-26
1387-11-08,335.0,2009-01-27
1387-11-09,335.0,2009-01-28
1387-11-12,335.1,2009-01-31
1387-11-13,335.1,2009-02-01
1387-11-14,327.6,2009-02-02
1387-11-15,327.1,2009-02-03
1387-11-16,307.6,2009-02-04
1387-11-19,307.1,2009-02-07
1387-11-20,306.4,2009-02-08
1387-11-21,306.1,2009-02-09
1387-11-23,304.5,2009-02-11
1387-11-26,305.3,2009-02-14
1387-11-27,305.2,2009-02-15
1387-11-29,305.6,2009-02-17
1387-11-30,305.2,2009-02-18
1387-12-03,304.8,2009-02-21
1387-12-04,309.0,2009-02-22
1387-12-05,310.1,2009-02-23
1387-12-07,310.0,2009-02-25
1387-12-10,310.5,2009-02-28
1387-12-11,308.4,2009-03-01
1387-12-12,308.9,2009-03-02
1387-12-13,309.1,2009-03-03
1387-12-14,309.7,2009-03-04
1387-12-17,310.5,2009-03-07
1387-12-18,310.7,2009-03-08
1387-12-19,310.9,2009-03-09
1387-12-20,276.9,2009-03-10
1387-12-21,276.0,2009-03-11
1387-12-24,276.0,2009-03-14
1387-12-26,276.0,2009-03-16
1387-12-27,275.6,2009-03-17
1387-12-28,275.7,2009-03-18
1388-01-05,275.7,2009-03-25
1388-01-08,275.8,2009-03-28
1388-01-09,275.8,2009-03-29
1388-01-10,275.8,2009-03-30
1388-01-11,275.4,2009-03-31
1388-01-15,276.0,2009-04-04
1388-01-16,276.2,2009-04-05
1388-01-17,276.4,2009-04-06
1388-01-18,276.8,2009-04-07
1388-01-19,276.9,2009-04-08
1388-01-22,276.6,2009-04-11
1388-01-23,277.1,2009-04-12
1388-01-24,277.6,2009-04-13
1388-01-25,278.1,2009-04-14
1388-01-26,278.3,2009-04-15
1388-01-29,278.8,2009-04-18
1388-01-30,279.0,2009-04-19
1388-01-31,279.1,2009-04-20
1388-02-01,279.1,2009-04-21
1388-02-02,278.9,2009-04-22
1388-02-05,279.0,2009-04-25
1388-02-06,279.1,2009-04-26
1388-02-07,279.4,2009-04-27
1388-02-08,280.3,2009-04-28
1388-02-09,280.4,2009-04-29
1388-02-12,280.5,2009-05-02
1388-02-13,279.8,2009-05-03
1388-02-14,280.0,2009-05-04
1388-02-15,279.9,2009-05-05
1388-02-16,281.1,2009-05-06
1388-02-19,282.8,2009-05-09
1388-02-20,284.4,2009-05-10
1388-02-21,285.8,2009-05-11
1388-02-22,284.3,2009-05-12
1388-02-23,285.0,2009-05-13
