jdate,value,date
1387-09-15,234.3,2008-12-05
1387-09-16,234.3,2008-12-06
1387-09-17,234.1,2008-12-07
1387-09-18,234.1,2008-12-08
1387-09-20,233.5,2008-12-10
1387-09-23,234.0,2008-12-13
1387-09-24,234.2,2008-12-14
1387-09-25,234.2,2008-12-15
1387-09-26,234.5,2008-12-16
1387-09-30,234.5,2008-12-20
1387-10-01,234.6,2008-12-21
1387-10-02,234.3,2008-12-22
1387-10-03,234.1,2008-12-23
1387-10-04,234.1,2008-12-24
1387-10-07,233.9,2008-12-27
1387-10-08,233.6,2008-12-28
1387-10-09,233.1,2008-12-29
1387-10-10,232.9,2008-12-30
1387-10-11,232.9,2008-12-31
1387-10-14,232.9,2009-01-03
1387-10-15,232.9,2009-01-04
1387-10-16,233.8,2009-01-05
1387-10-21,233.8,2009-01-10
1387-10-22,233.8,2009-01-11
1387-10-23,233.8,2009-01-12
1387-10-24,234.0,2009-01-13
1387-10-25,234.3,2009-01-14
1387-10-28,234.1,2009-01-17
1387-10-29,234.1,2009-01-18
1387-10-30,234.1,2009-01-19
1387-11-01,233.6,2009-01-20
1387-11-02,233.6,2009-01-21
1387-11-05,234.0,2009-01-24
1387-11-06,233.6,2009-01-25
1387-11-07,232.7,2009-01-26
1387-11-08,232.4,2009-01-27
1387-11-09,232.0,2009-01-28
1387-11-12,230.5,2009-01-31
1387-11-13,230.3,2009-02-01
1387-11-14,230.3,2009-02-02
1387-11-15,230.4,2009-02-03
1387-11-16,230.4,2009-02-04
1387-11-19,230.4,2009-02-07
1387-11-20,230.4,2009-02-08
1387-11-21,230.4,2009-02-09
1387-11-23,230.3,2009-02-11
1387-11-26,230.3,2009-02-14
1387-11-27,230.0,2009-02-15
1387-11-29,230.0,2009-02-17
1387-11-30,229.9,2009-02-18
1387-12-03,228.8,2009-02-21
1387-12-04,228.4,2009-02-22
1387-12-05,228.4,2009-02-23
1387-12-07,228.3,2009-02-25
1387-12-10,228.3,2009-02-28
1387-12-11,228.4,2009-03-01
1387-12-12,228.4,2009-03-02
1387-12-13,228.1,2009-03-03
1387-12-14,228.5,2009-03-04
1387-12-17,228.5,2009-03-07
1387-12-18,228.5,2009-03-08
1387-12-19,228.2,2009-03-09
1387-12-20,228.1,2009-03-10
1387-12-21,228.1,2009-03-11
1387-12-24,226.9,2009-03-14
1387-12-26,227.9,2009-03-16
1387-12-27,227.8,2009-03-17
1387-12-28,227.7,2009-03-18
1388-01-05,227.7,2009-03-25
1388-01-08,227.6,2009-03-28
1388-01-09,227.6,2009-03-29
1388-01-10,227.4,2009-03-30
1388-01-11,227.5,2009-03-31
1388-01-15,227.5,2009-04-04
1388-01-16,227.5,2009-04-05
1388-01-17,227.7,2009-04-06
1388-01-18,227.6,2009-04-07
1388-01-19,227.7,2009-04-08
1388-01-22,227.6,2009-04-11
1388-01-23,227.5,2009-04-12
1388-01-24,227.3,2009-04-13
1388-01-25,227.1,2009-04-14
1388-01-26,227.9,2009-04-15
1388-01-29,228.2,2009-04-18
1388-01-30,228.1,2009-04-19
1388-01-31,228.4,2009-04-20
1388-02-01,228.5,2009-04-21
1388-02-02,228.5,2009-04-22
1388-02-05,228.5,2009-04-25
1388-02-06,228.8,2009-04-26
1388-02-07,229.1,2009-04-27
1388-02-08,229.2,2009-04-28
1388-02-09,229.3,2009-04-29
1388-02-12,230.1,2009-05-02
1388-02-13,230.2,2009-05-03
1388-02-14,231.0,2009-05-04
1388-02-15,231.1,2009-05-05
1388-02-16,231.8,2009-05-06
1388-02-19,231.1,2009-05-09
1388-02-20,231.9,2009-05-10
1388-02-21,232.8,2009-05-11
1388-02-22,234.3,2009-05-12
1388-02-23,234.2,2009-05-13
1388-02-26,235.2,2009-05-16
1388-02-27,236.2,2009-05-17
1388-02-28,237.5,2009-05-18
1388-02-29,238.5,2009-05-19
1388-02-30,239.5,2009-05-20
1388-03-02,239.4,2009-05-23
1388-03-03,239.6,2009-05-24
1388-03-04,240.0,2009-05-25
1388-03-05,240.9,2009-05-26
1388-03-06,240.9,2009-05-27
1388-03-09,245.5,2009-05-30
1388-03-10,246.1,2009-05-31
1388-03-11,247.5,2009-06-01
1388-03-12,248.4,2009-06-02
1388-03-13,250.1,2009-06-03
1388-03-16,251.1,2009-06-06
1388-03-17,250.0,2009-06-07
1388-03-18,250.2,2009-06-08
1388-03-19,251.6,2009-06-09
1388-03-20,252.6,2009-06-10
1388-03-23,253.3,2009-06-13
1388-03-24,252.8,2009-06-14
1388-03-25,253.0,2009-06-15
1388-03-26,250.9,2009-06-16
1388-03-27,250.2,2009-06-17
1388-03-30,250.3,2009-06-20
1388-03-31,254.0,2009-06-21
1388-04-01,253.5,2009-06-22
1388-04-02,253.5,2009-06-23
1388-04-03,253.3,2009-06-24
1388-04-06,252.7,2009-06-27
1388-04-07,252.2,2009-06-28
1388-04-08,251.8,2009-06-29
1388-04-09,252.2,2009-06-30
1388-04-10,252.7,2009-07-01
1388-04-13,252.5,2009-07-04
1388-04-14,252.0,2009-07-05
1388-04-16,251.6,2009-07-07
1388-04-20,251.4,2009-07-11
1388-04-21,251.2,2009-07-12
1388-04-22,251.1,2009-07-13
1388-04-23,249.5,2009-07-14
1388-04-24,249.3,2009-07-15
1388-04-25,249.3,2009-07-16
1388-04-27,249.0,2009-07-18
1388-04-28,248.3,2009-07-19
1388-04-30,247.9,2009-07-21
1388-04-31,247.7,2009-07-22
1388-05-03,247.3,2009-07-25
1388-05-04,246.4,2009-07-26
1388-05-05,246.2,2009-07-27
1388-05-06,245.8,2009-07-28
1388-05-07,246.0,2009-07-29
1388-05-10,246.0,2009-08-01
1388-05-11,245.0,2009-08-02
1388-05-12,245.0,2009-08-03
1388-05-13,244.1,2009-08-04
1388-05-14,244.9,2009-08-05
1388-05-17,245.2,2009-08-08
1388-05-18,245.1,2009-08-09
1388-05-19,245.5,2009-08-10
1388-05-20,246.2,2009-08-11
1388-05-21,247.2,2009-08-12
1388-05-24,247.7,2009-08-15
1388-05-25,248.0,2009-08-16
1388-05-26,248.9,2009-08-17
1388-05-27,250.2,2009-08-18
1388-05-28,253.7,2009-08-19
1388-05-31,254.9,2009-08-22
1388-06-01,255.3,2009-08-23
1388-06-02,255.5,2009-08-24
1388-06-03,255.6,2009-08-25
1388-06-04,256.1,2009-08-26
1388-06-07,258.5,2009-08-29
1388-06-08,257.9,2009-08-30
1388-06-09,258.0,2009-08-31
1388-06-10,258.1,2009-09-01
1388-06-11,258.0,2009-09-02
1388-06-14,257.7,2009-09-05
1388-06-15,257.4,2009-09-06
1388-06-16,257.0,2009-09-07
1388-06-17,257.2,2009-09-08
1388-06-18,257.4,2009-09-09
1388-06-21,257.4,2009-09-12
1388-06-22,257.2,2009-09-13
1388-06-23,258.4,2009-09-14
1388-06-24,258.1,2009-09-15
1388-06-25,258.1,2009-09-16
1388-06-28,258.3,2009-09-19
1388-06-29,258.3,2009-09-20
1388-06-30,258.4,2009-09-21
1388-06-31,258.5,2009-09-22
1388-07-01,258.8,2009-09-23
1388-07-04,258.9,2009-09-26
1388-07-05,259.6,2009-09-27
1388-07-06,260.2,2009-09-28
1388-07-07,260.8,2009-09-29
1388-07-08,261.3,2009-09-30
1388-07-11,263.2,2009-10-03
1388-07-12,263.5,2009-10-04
1388-07-13,263.8,2009-10-05
1388-07-14,264.2,2009-10-06
1388-07-15,264.5,2009-10-07
1388-07-18,265.0,2009-10-10
1388-07-19,267.0,2009-10-11
1388-07-20,266.6,2009-10-12
1388-07-21,266.0,2009-10-13
1388-07-25,266.1,2009-10-17
1388-07-26,266.6,2009-10-18
1388-07-27,267.1,2009-10-19
1388-07-28,267.9,2009-10-20
1388-07-29,268.4,2009-10-21
1388-08-02,268.5,2009-10-24
1388-08-03,267.6,2009-10-25
1388-08-04,269.2,2009-10-26
1388-08-05,270.4,2009-10-27
1388-08-06,271.4,2009-10-28
1388-08-09,273.0,2009-10-31
1388-08-10,274.9,2009-11-01
1388-08-11,278.1,2009-11-02
1388-08-12,279.3,2009-11-03
1388-08-13,281.1,2009-11-04
1388-08-16,283.9,2009-11-07
1388-08-17,286.2,2009-11-08
1388-08-18,286.2,2009-11-09
1388-08-19,285.7,2009-11-10
1388-08-20,285.4,2009-11-11
1388-08-23,289.0,2009-11-14
1388-08-24,292.8,2009-11-15
1388-08-25,295.6,2009-11-16
1388-08-26,297.2,2009-11-17
1388-08-27,296.6,2009-11-18
1388-08-30,295.1,2009-11-21
1388-09-01,294.6,2009-11-22
1388-09-02,291.8,2009-11-23
1388-09-03,292.6,2009-11-24
1388-09-04,293.2,2009-11-25
1388-09-08,291.2,2009-11-29
1388-09-09,289.6,2009-11-30
1388-09-10,288.5,2009-12-01
1388-09-11,285.9,2009-12-02
1388-09-14,283.3,2009-12-05
1388-09-16,284.7,2009-12-07
1388-09-17,282.9,2009-12-08
1388-09-18,280.5,2009-12-09
1388-09-21,278.9,2009-12-12
1388-09-22,277.4,2009-12-13
1388-09-23,276.7,2009-12-14
1388-09-24,275.6,2009-12-15
1388-09-25,274.8,2009-12-16
1388-09-28,274.8,2009-12-19
1388-09-29,275.8,2009-12-20
1388-09-30,277.0,2009-12-21
1388-10-01,276.9,2009-12-22
1388-10-02,274.7,2009-12-23
1388-10-07,274.5,2009-12-28
1388-10-08,274.2,2009-12-29
1388-10-09,273.7,2009-12-30
1388-10-12,274.2,2010-01-02
1388-10-13,274.4,2010-01-03
1388-10-14,274.6,2010-01-04
1388-10-15,275.4,2010-01-05
1388-10-16,275.2,2010-01-06
1388-10-19,274.8,2010-01-09
1388-10-20,276.0,2010-01-10
1388-10-21,275.9,2010-01-11
1388-10-22,277.0,2010-01-12
1388-10-23,277.6,2010-01-13
1388-10-26,279.1,2010-01-16
1388-10-27,279.2,2010-01-17
1388-10-28,278.0,2010-01-18
1388-10-29,276.5,2010-01-19
1388-10-30,274.9,2010-01-20
1388-11-03,274.1,2010-01-23
1388-11-04,274.8,2010-01-24
1388-11-05,275.1,2010-01-25
1388-11-06,275.2,2010-01-26
1388-11-07,276.0,2010-01-27
1388-11-10,274.6,2010-01-30
1388-11-11,275.4,2010-01-31
1388-11-12,276.2,2010-02-01
1388-11-13,277.8,2010-02-02
1388-11-14,280.3,2010-02-03
1388-11-17,281.2,2010-02-06
1388-11-18,280.6,2010-02-07
1388-11-19,281.0,2010-02-08
1388-11-20,281.5,2010-02-09
1388-11-21,281.7,2010-02-10
1388-11-25,281.6,2010-02-14
1388-11-27,283.3,2010-02-16
1388-11-28,283.6,2010-02-17
1388-12-01,287.2,2010-02-20
1388-12-02,290.3,2010-02-21
1388-12-03,293.5,2010-02-22
1388-12-04,293.5,2010-02-23
1388-12-05,293.5,2010-02-24
1388-12-08,293.6,2010-02-27
1388-12-09,292.8,2010-02-28
1388-12-10,292.6,2010-03-01
1388-12-11,295.0,2010-03-02
1388-12-12,298.0,2010-03-03
1388-12-15,301.8,2010-03-06
1388-12-16,303.8,2010-03-07
1388-12-17,306.3,2010-03-08
1388-12-18,308.6,2010-03-09
1388-12-19,308.9,2010-03-10
1388-12-22,308.4,2010-03-13
1388-12-23,309.0,2010-03-14
1388-12-24,310.6,2010-03-15
1388-12-25,309.6,2010-03-16
1388-12-26,310.0,2010-03-17
1389-01-07,310.5,2010-03-27
1389-01-08,312.6,2010-03-28
1389-01-09,314.7,2010-03-29
1389-01-10,315.7,2010-03-30
1389-01-11,318.2,2010-03-31
1389-01-14,323.1,2010-04-03
1389-01-15,327.7,2010-04-04
1389-01-16,328.4,2010-04-05
1389-01-17,329.4,2010-04-06
1389-01-18,331.9,2010-04-07
1389-01-21,330.6,2010-04-10
1389-01-22,326.5,2010-04-11
1389-01-23,324.5,2010-04-12
