jdate,value,date
1387-09-15,1957.3,2008-12-05
1387-09-16,1935.8,2008-12-06
1387-09-17,1911.4,2008-12-07
1387-09-18,1911.3,2008-12-08
1387-09-20,1866.6,2008-12-10
1387-09-23,1799.9,2008-12-13
1387-09-24,1758.2,2008-12-14
1387-09-25,1758.1,2008-12-15
1387-09-26,1759.9,2008-12-16
1387-09-30,1761.2,2008-12-20
1387-10-01,1763.5,2008-12-21
1387-10-02,1756.3,2008-12-22
1387-10-03,1746.8,2008-12-23
1387-10-04,1737.5,2008-12-24
1387-10-07,1728.6,2008-12-27
1387-10-08,1720.2,2008-12-28
1387-10-09,1720.0,2008-12-29
1387-10-10,1673.8,2008-12-30
1387-10-11,1626.6,2008-12-31
1387-10-14,1580.8,2009-01-03
1387-10-15,1536.6,2009-01-04
1387-10-16,1495.7,2009-01-05
1387-10-21,1470.7,2009-01-10
1387-10-22,1432.0,2009-01-11
1387-10-23,1403.5,2009-01-12
1387-10-24,1390.1,2009-01-13
1387-10-25,1372.9,2009-01-14
1387-10-28,1358.1,2009-01-17
1387-10-29,1356.5,2009-01-18
1387-10-30,1353.7,2009-01-19
1387-11-01,1363.7,2009-01-20
1387-11-02,1364.9,2009-01-21
1387-11-05,1401.5,2009-01-24
1387-11-06,1384.2,2009-01-25
1387-11-07,1377.7,2009-01-26
1387-11-08,1377.5,2009-01-27
1387-11-09,1377.7,2009-01-28
1387-11-12,1379.2,2009-01-31
1387-11-13,1379.0,2009-02-01
1387-11-14,1377.6,2009-02-02
1387-11-15,1374.4,2009-02-03
1387-11-16,1369.0,2009-02-04
1387-11-19,1363.2,2009-02-07
1387-11-20,1360.0,2009-02-08
1387-11-21,1355.6,2009-02-09
1387-11-23,1353.4,2009-02-11
1387-11-26,1338.6,2009-02-14
1387-11-27,1319.3,2009-02-15
1387-11-29,1308.3,2009-02-17
1387-11-30,1301.2,2009-02-18
1387-12-03,1297.0,2009-02-21
1387-12-04,1292.5,2009-02-22
1387-12-05,1290.2,2009-02-23
1387-12-07,1267.1,2009-02-25
1387-12-10,1259.8,2009-02-28
1387-12-11,1248.4,2009-03-01
1387-12-12,1237.6,2009-03-02
1387-12-13,1234.8,2009-03-03
1387-12-14,1230.1,2009-03-04
1387-12-17,1227.2,2009-03-07
1387-12-18,1223.8,2009-03-08
1387-12-19,1221.2,2009-03-09
1387-12-20,1217.3,2009-03-10
1387-12-21,1215.2,2009-03-11
1387-12-24,1213.1,2009-03-14
1387-12-26,1210.0,2009-03-16
1387-12-27,1207.3,2009-03-17
1387-12-28,1205.8,2009-03-18
1388-01-05,1205.8,2009-03-25
1388-01-08,1199.8,2009-03-28
1388-01-09,1194.5,2009-03-29
1388-01-10,1194.1,2009-03-30
1388-01-11,1197.1,2009-03-31
1388-01-15,1195.9,2009-04-04
1388-01-16,1184.1,2009-04-05
1388-01-17,1207.1,2009-04-06
1388-01-18,1208.6,2009-04-07
1388-01-19,1210.3,2009-04-08
1388-01-22,1227.9,2009-04-11
1388-01-23,1228.7,2009-04-12
