jdate,value,date
1387-09-15,689.7,2008-12-05
1387-09-16,688.9,2008-12-06
1387-09-17,686.6,2008-12-07
1387-09-18,684.8,2008-12-08
1387-09-20,684.0,2008-12-10
1387-09-23,683.3,2008-12-13
1387-09-24,682.5,2008-12-14
1387-09-25,681.7,2008-12-15
1387-09-26,680.5,2008-12-16
1387-09-30,679.7,2008-12-20
1387-10-01,679.5,2008-12-21
1387-10-02,679.0,2008-12-22
1387-10-03,678.3,2008-12-23
1387-10-04,677.6,2008-12-24
1387-10-07,676.8,2008-12-27
1387-10-08,676.4,2008-12-28
1387-10-09,675.9,2008-12-29
1387-10-10,675.5,2008-12-30
1387-10-11,675.0,2008-12-31
1387-10-14,674.4,2009-01-03
1387-10-15,665.7,2009-01-04
1387-10-16,657.1,2009-01-05
1387-10-21,648.9,2009-01-10
1387-10-22,641.0,2009-01-11
1387-10-23,634.8,2009-01-12
1387-10-24,634.8,2009-01-13
1387-10-25,626.8,2009-01-14
1387-10-28,619.6,2009-01-17
1387-10-29,612.6,2009-01-18
1387-10-30,605.5,2009-01-19
1387-11-01,599.8,2009-01-20
1387-11-02,593.2,2009-01-21
1387-11-05,588.6,2009-01-24
1387-11-06,581.6,2009-01-25
1387-11-07,579.4,2009-01-26
1387-11-08,577.1,2009-01-27
1387-11-09,577.1,2009-01-28
1387-11-12,575.8,2009-01-31
1387-11-13,555.4,2009-02-01
1387-11-14,551.4,2009-02-02
1387-11-15,540.8,2009-02-03
1387-11-16,537.7,2009-02-04
1387-11-19,528.8,2009-02-07
1387-11-20,530.7,2009-02-08
1387-11-21,523.5,2009-02-09
1387-11-23,521.9,2009-02-11
1387-11-26,516.1,2009-02-14
1387-11-27,511.1,2009-02-15
1387-11-29,503.2,2009-02-17
1387-11-30,499.8,2009-02-18
1387-12-03,494.9,2009-02-21
1387-12-04,492.1,2009-02-22
1387-12-05,484.0,2009-02-23
1387-12-07,483.8,2009-02-25
1387-12-10,483.2,2009-02-28
1387-12-11,482.7,2009-03-01
1387-12-12,481.8,2009-03-02
1387-12-13,480.9,2009-03-03
1387-12-14,476.9,2009-03-04
1387-12-17,473.3,2009-03-07
1387-12-18,472.9,2009-03-08
1387-12-19,472.0,2009-03-09
1387-12-20,471.4,2009-03-10
1387-12-21,471.0,2009-03-11
1387-12-24,471.3,2009-03-14
1387-12-26,471.0,2009-03-16
1387-12-27,470.6,2009-03-17
1387-12-28,469.9,2009-03-18
1388-01-05,469.9,2009-03-25
1388-01-08,469.9,2009-03-28
1388-01-09,470.2,2009-03-29
1388-01-10,471.0,2009-03-30
1388-01-11,471.8,2009-03-31
1388-01-15,472.5,2009-04-04
1388-01-16,474.5,2009-04-05
1388-01-17,478.3,2009-04-06
1388-01-18,479.7,2009-04-07
1388-01-19,479.0,2009-04-08
1388-01-22,478.1,2009-04-11
1388-01-23,479.5,2009-04-12
1388-01-24,479.6,2009-04-13
1388-01-25,479.6,2009-04-14
1388-01-26,479.6,2009-04-15
1388-01-29,479.7,2009-04-18
1388-01-30,479.7,2009-04-19
1388-01-31,510.9,2009-04-20
1388-02-01,511.2,2009-04-21
1388-02-02,512.7,2009-04-22
1388-02-05,517.4,2009-04-25
1388-02-06,522.5,2009-04-26
1388-02-07,527.7,2009-04-27
1388-02-08,527.8,2009-04-28
1388-02-09,531.1,2009-04-29
1388-02-12,527.4,2009-05-02
1388-02-13,526.8,2009-05-03
1388-02-14,526.9,2009-05-04
