jdate,value,date
1387-09-15,4214.0,2008-12-05
1387-09-16,4123.4,2008-12-06
1387-09-17,4070.2,2008-12-07
1387-09-18,4013.7,2008-12-08
1387-09-20,3930.0,2008-12-10
1387-09-23,3882.3,2008-12-13
1387-09-24,3802.9,2008-12-14
1387-09-25,3793.9,2008-12-15
1387-09-26,3769.6,2008-12-16
1387-09-30,3779.6,2008-12-20
1387-10-01,3792.8,2008-12-21
1387-10-02,3763.2,2008-12-22
1387-10-03,3739.4,2008-12-23
1387-10-04,3745.1,2008-12-24
1387-10-07,3760.7,2008-12-27
1387-10-08,3729.8,2008-12-28
1387-10-09,3661.4,2008-12-29
1387-10-10,3624.2,2008-12-30
1387-10-11,3586.6,2008-12-31
1387-10-14,3613.9,2009-01-03
1387-10-15,3623.0,2009-01-04
1387-10-16,3630.0,2009-01-05
1387-10-21,3635.7,2009-01-10
1387-10-22,3629.1,2009-01-11
1387-10-23,3627.9,2009-01-12
1387-10-24,3476.4,2009-01-13
1387-10-25,3491.3,2009-01-14
1387-10-28,3513.5,2009-01-17
1387-10-29,3526.2,2009-01-18
1387-10-30,3559.0,2009-01-19
1387-11-01,3585.8,2009-01-20
1387-11-02,3618.5,2009-01-21
1387-11-05,3678.2,2009-01-24
1387-11-06,3650.1,2009-01-25
1387-11-07,3642.1,2009-01-26
1387-11-08,3652.0,2009-01-27
1387-11-09,3654.4,2009-01-28
1387-11-12,3667.8,2009-01-31
1387-11-13,3668.7,2009-02-01
1387-11-14,3671.8,2009-02-02
1387-11-15,3670.2,2009-02-03
1387-11-16,3637.2,2009-02-04
1387-11-19,3639.8,2009-02-07
1387-11-20,3606.0,2009-02-08
1387-11-21,3604.3,2009-02-09
1387-11-23,3602.0,2009-02-11
1387-11-26,3593.4,2009-02-14
1387-11-27,3588.9,2009-02-15
1387-11-29,3570.4,2009-02-17
1387-11-30,3565.7,2009-02-18
1387-12-03,3554.4,2009-02-21
1387-12-04,3404.0,2009-02-22
1387-12-05,3389.0,2009-02-23
1387-12-07,3388.1,2009-02-25
1387-12-10,3386.7,2009-02-28
1387-12-11,3381.2,2009-03-01
1387-12-12,3379.3,2009-03-02
1387-12-13,3377.9,2009-03-03
1387-12-14,3352.8,2009-03-04
1387-12-17,3303.5,2009-03-07
1387-12-18,3270.4,2009-03-08
1387-12-19,3252.1,2009-03-09
1387-12-20,3259.9,2009-03-10
1387-12-21,3262.2,2009-03-11
1387-12-24,3268.3,2009-03-14
