jdate,value,date
1387-09-15,139.4,2008-12-05
1387-09-16,139.1,2008-12-06
1387-09-17,138.7,2008-12-07
1387-09-18,138.5,2008-12-08
1387-09-20,138.4,2008-12-10
1387-09-23,138.1,2008-12-13
1387-09-24,138.0,2008-12-14
1387-09-25,138.0,2008-12-15
1387-09-26,138.3,2008-12-16
1387-09-30,138.4,2008-12-20
1387-10-01,138.4,2008-12-21
1387-10-02,138.2,2008-12-22
1387-10-03,138.3,2008-12-23
1387-10-04,138.3,2008-12-24
1387-10-07,138.1,2008-12-27
1387-10-08,138.4,2008-12-28
1387-10-09,138.3,2008-12-29
1387-10-10,138.1,2008-12-30
1387-10-11,137.8,2008-12-31
1387-10-14,137.7,2009-01-03
1387-10-15,137.6,2009-01-04
1387-10-16,138.0,2009-01-05
1387-10-21,138.2,2009-01-10
1387-10-22,138.4,2009-01-11
1387-10-23,138.0,2009-01-12
1387-10-24,137.9,2009-01-13
1387-10-25,138.1,2009-01-14
1387-10-28,138.0,2009-01-17
1387-10-29,138.0,2009-01-18
1387-10-30,138.0,2009-01-19
1387-11-01,138.3,2009-01-20
1387-11-02,138.5,2009-01-21
1387-11-05,138.3,2009-01-24
1387-11-06,138.4,2009-01-25
1387-11-07,138.5,2009-01-26
1387-11-08,138.5,2009-01-27
1387-11-09,138.5,2009-01-28
1387-11-12,137.9,2009-01-31
1387-11-13,137.9,2009-02-01
1387-11-14,136.3,2009-02-02
1387-11-15,136.1,2009-02-03
1387-11-16,136.1,2009-02-04
1387-11-19,136.1,2009-02-07
1387-11-20,135.8,2009-02-08
1387-11-21,135.8,2009-02-09
1387-11-23,135.6,2009-02-11
1387-11-26,135.3,2009-02-14
1387-11-27,135.2,2009-02-15
1387-11-29,134.9,2009-02-17
1387-11-30,135.0,2009-02-18
1387-12-03,135.0,2009-02-21
1387-12-04,135.6,2009-02-22
1387-12-05,135.3,2009-02-23
1387-12-07,129.1,2009-02-25
1387-12-10,138.1,2009-02-28
1387-12-11,136.7,2009-03-01
1387-12-12,136.5,2009-03-02
1387-12-13,136.3,2009-03-03
1387-12-14,136.3,2009-03-04
1387-12-17,135.4,2009-03-07
1387-12-18,132.5,2009-03-08
1387-12-19,132.3,2009-03-09
1387-12-20,131.9,2009-03-10
1387-12-21,131.7,2009-03-11
1387-12-24,131.9,2009-03-14
1387-12-26,137.1,2009-03-16
1387-12-27,137.0,2009-03-17
1387-12-28,136.7,2009-03-18
1388-01-05,136.6,2009-03-25
1388-01-08,136.7,2009-03-28
1388-01-09,136.8,2009-03-29
1388-01-10,136.7,2009-03-30
1388-01-11,136.7,2009-03-31
1388-01-15,137.3,2009-04-04
1388-01-16,137.9,2009-04-05
1388-01-17,138.3,2009-04-06
1388-01-18,138.3,2009-04-07
1388-01-19,138.8,2009-04-08
1388-01-22,139.4,2009-04-11
1388-01-23,140.2,2009-04-12
1388-01-24,140.9,2009-04-13
1388-01-25,141.5,2009-04-14
1388-01-26,141.5,2009-04-15
1388-01-29,141.9,2009-04-18
1388-01-30,142.9,2009-04-19
