jdate,value,date
1387-09-15,72.0,2008-12-05
1387-09-16,72.0,2008-12-06
1387-09-17,72.0,2008-12-07
1387-09-18,72.0,2008-12-08
1387-09-20,72.0,2008-12-10
1387-09-23,72.0,2008-12-13
1387-09-24,72.0,2008-12-14
1387-09-25,72.0,2008-12-15
1387-09-26,72.0,2008-12-16
1387-09-30,72.0,2008-12-20
1387-10-01,72.0,2008-12-21
1387-10-02,72.0,2008-12-22
1387-10-03,72.0,2008-12-23
1387-10-04,72.0,2008-12-24
1387-10-07,72.0,2008-12-27
1387-10-08,72.0,2008-12-28
1387-10-09,72.0,2008-12-29
1387-10-10,72.0,2008-12-30
1387-10-11,72.0,2008-12-31
1387-10-14,72.0,2009-01-03
1387-10-15,72.0,2009-01-04
1387-10-16,72.0,2009-01-05
1387-10-21,72.0,2009-01-10
1387-10-22,72.0,2009-01-11
1387-10-23,72.0,2009-01-12
1387-10-24,72.0,2009-01-13
1387-10-25,72.0,2009-01-14
1387-10-28,72.0,2009-01-17
1387-10-29,72.0,2009-01-18
1387-10-30,72.0,2009-01-19
1387-11-01,72.0,2009-01-20
1387-11-02,72.0,2009-01-21
1387-11-05,72.0,2009-01-24
1387-11-06,72.0,2009-01-25
1387-11-07,72.0,2009-01-26
1387-11-08,72.0,2009-01-27
1387-11-09,72.0,2009-01-28
1387-11-12,72.0,2009-01-31
1387-11-13,72.0,2009-02-01
1387-11-14,72.0,2009-02-02
1387-11-15,72.0,2009-02-03
1387-11-16,72.0,2009-02-04
1387-11-19,72.0,2009-02-07
1387-11-20,72.0,2009-02-08
1387-11-21,72.0,2009-02-09
1387-11-23,72.0,2009-02-11
1387-11-26,72.0,2009-02-14
1387-11-27,72.0,2009-02-15
1387-11-29,72.0,2009-02-17
1387-11-30,72.0,2009-02-18
1387-12-03,72.0,2009-02-21
1387-12-04,72.0,2009-02-22
1387-12-05,74.0,2009-02-23
1387-12-07,74.0,2009-02-25
1387-12-10,74.0,2009-02-28
1387-12-11,74.0,2009-03-01
1387-12-12,74.0,2009-03-02
1387-12-13,74.0,2009-03-03
1387-12-14,74.0,2009-03-04
1387-12-17,74.0,2009-03-07
1387-12-18,74.0,2009-03-08
1387-12-19,74.0,2009-03-09
1387-12-20,74.0,2009-03-10
1387-12-21,74.0,2009-03-11
1387-12-24,74.0,2009-03-14
1387-12-26,74.0,2009-03-16
1387-12-27,74.0,2009-03-17
1387-12-28,74.0,2009-03-18
1388-01-05,74.0,2009-03-25
1388-01-08,74.0,2009-03-28
1388-01-09,74.0,2009-03-29
1388-01-10,74.0,2009-03-30
1388-01-11,74.0,2009-03-31
1388-01-15,74.0,2009-04-04
1388-01-16,74.0,2009-04-05
1388-01-17,74.0,2009-04-06
1388-01-18,74.0,2009-04-07
1388-01-19,74.0,2009-04-08
1388-01-22,74.0,2009-04-11
1388-01-23,74.0,2009-04-12
1388-01-24,74.0,2009-04-13
1388-01-25,74.0,2009-04-14
1388-01-26,74.0,2009-04-15
1388-01-29,74.0,2009-04-18
1388-01-30,74.0,2009-04-19
1388-01-31,74.0,2009-04-20
1388-02-01,74.0,2009-04-21
1388-02-02,74.0,2009-04-22
1388-02-05,74.0,2009-04-25
1388-02-06,74.0,2009-04-26
1388-02-07,74.0,2009-04-27
1388-02-08,74.0,2009-04-28
1388-02-09,74.0,2009-04-29
1388-02-12,74.0,2009-05-02
1388-02-13,74.0,2009-05-03
1388-02-14,74.0,2009-05-04
1388-02-15,74.0,2009-05-05
1388-02-16,74.0,2009-05-06
1388-02-19,74.0,2009-05-09
1388-02-20,74.0,2009-05-10
1388-02-21,74.0,2009-05-11
1388-02-22,74.0,2009-05-12
1388-02-23,74.0,2009-05-13
1388-02-26,74.0,2009-05-16
1388-02-27,74.0,2009-05-17
1388-02-28,74.0,2009-05-18
1388-02-29,74.0,2009-05-19
1388-02-30,74.0,2009-05-20
1388-03-02,74.0,2009-05-23
1388-03-03,74.0,2009-05-24
1388-03-04,74.0,2009-05-25
1388-03-05,74.0,2009-05-26
1388-03-06,74.0,2009-05-27
1388-03-09,74.0,2009-05-30
1388-03-10,74.0,2009-05-31
1388-03-11,74.0,2009-06-01
1388-03-12,74.0,2009-06-02
1388-03-13,74.0,2009-06-03
1388-03-16,74.0,2009-06-06
1388-03-17,74.0,2009-06-07
1388-03-18,74.0,2009-06-08
1388-03-19,74.0,2009-06-09
1388-03-20,74.0,2009-06-10
1388-03-23,112.7,2009-06-13
1388-03-24,113.1,2009-06-14
1388-03-25,113.1,2009-06-15
1388-03-26,113.1,2009-06-16
1388-03-27,113.1,2009-06-17
1388-03-30,113.1,2009-06-20
1388-03-31,113.1,2009-06-21
1388-04-01,113.2,2009-06-22
1388-04-02,113.2,2009-06-23
1388-04-03,113.2,2009-06-24
1388-04-06,113.2,2009-06-27
1388-04-07,116.5,2009-06-28
1388-04-08,116.5,2009-06-29
1388-04-09,120.0,2009-06-30
1388-04-10,123.5,2009-07-01
1388-04-13,123.5,2009-07-04
1388-04-14,123.5,2009-07-05
1388-04-16,123.5,2009-07-07
1388-04-20,123.5,2009-07-11
1388-04-21,123.5,2009-07-12
1388-04-22,123.5,2009-07-13
1388-04-23,123.5,2009-07-14
1388-04-24,123.6,2009-07-15
1388-04-25,123.6,2009-07-16
1388-04-27,123.6,2009-07-18
1388-04-28,123.6,2009-07-19
1388-04-30,123.6,2009-07-21
1388-04-31,123.6,2009-07-22
1388-05-03,123.6,2009-07-25
1388-05-04,127.4,2009-07-26
1388-05-05,127.4,2009-07-27
1388-05-06,131.1,2009-07-28
1388-05-07,135.0,2009-07-29
1388-05-10,135.0,2009-08-01
1388-05-11,135.0,2009-08-02
1388-05-12,135.6,2009-08-03
1388-05-13,135.6,2009-08-04
1388-05-14,135.6,2009-08-05
1388-05-17,135.6,2009-08-08
1388-05-18,135.6,2009-08-09
1388-05-19,135.6,2009-08-10
1388-05-20,135.6,2009-08-11
1388-05-21,135.6,2009-08-12
1388-05-24,135.6,2009-08-15
1388-05-25,135.6,2009-08-16
1388-05-26,135.6,2009-08-17
1388-05-27,135.7,2009-08-18
1388-05-28,135.7,2009-08-19
1388-05-31,135.7,2009-08-22
1388-06-01,135.7,2009-08-23
1388-06-02,135.8,2009-08-24
1388-06-03,135.8,2009-08-25
1388-06-04,139.8,2009-08-26
1388-06-07,139.8,2009-08-29
1388-06-08,139.8,2009-08-30
1388-06-09,139.8,2009-08-31
1388-06-10,139.9,2009-09-01
1388-06-11,139.9,2009-09-02
1388-06-14,140.0,2009-09-05
1388-06-15,140.1,2009-09-06
1388-06-16,140.1,2009-09-07
1388-06-17,140.1,2009-09-08
1388-06-18,140.2,2009-09-09
1388-06-21,140.2,2009-09-12
1388-06-22,144.3,2009-09-13
1388-06-23,144.3,2009-09-14
1388-06-24,148.6,2009-09-15
