jdate,value,date
1387-09-15,191.1,2008-12-05
1387-09-16,191.1,2008-12-06
1387-09-17,191.1,2008-12-07
1387-09-18,191.1,2008-12-08
1387-09-20,191.1,2008-12-10
1387-09-23,189.6,2008-12-13
1387-09-24,189.6,2008-12-14
1387-09-25,189.6,2008-12-15
1387-09-26,189.6,2008-12-16
1387-09-30,184.0,2008-12-20
1387-10-01,184.0,2008-12-21
1387-10-02,184.0,2008-12-22
1387-10-03,178.5,2008-12-23
1387-10-04,178.5,2008-12-24
1387-10-07,178.5,2008-12-27
1387-10-08,178.5,2008-12-28
1387-10-09,178.5,2008-12-29
1387-10-10,173.1,2008-12-30
1387-10-11,172.7,2008-12-31
1387-10-14,172.6,2009-01-03
1387-10-15,169.0,2009-01-04
1387-10-16,164.8,2009-01-05
1387-10-21,161.6,2009-01-10
1387-10-22,159.6,2009-01-11
1387-10-23,156.8,2009-01-12
1387-10-24,152.1,2009-01-13
1387-10-25,147.7,2009-01-14
1387-10-28,147.4,2009-01-17
1387-10-29,147.1,2009-01-18
1387-10-30,151.4,2009-01-19
1387-11-01,155.9,2009-01-20
1387-11-02,160.5,2009-01-21
1387-11-05,164.8,2009-01-24
1387-11-06,160.7,2009-01-25
1387-11-07,159.1,2009-01-26
1387-11-08,154.4,2009-01-27
1387-11-09,154.5,2009-01-28
1387-11-12,153.2,2009-01-31
1387-11-13,152.9,2009-02-01
1387-11-14,152.8,2009-02-02
1387-11-15,151.2,2009-02-03
1387-11-16,151.2,2009-02-04
1387-11-19,146.8,2009-02-07
1387-11-20,146.8,2009-02-08
1387-11-21,143.3,2009-02-09
1387-11-23,143.1,2009-02-11
1387-11-26,142.4,2009-02-14
1387-11-27,138.4,2009-02-15
1387-11-29,138.4,2009-02-17
1387-11-30,142.1,2009-02-18
1387-12-03,143.7,2009-02-21
1387-12-04,142.0,2009-02-22
1387-12-05,141.2,2009-02-23
1387-12-07,138.2,2009-02-25
1387-12-10,138.2,2009-02-28
1387-12-11,136.0,2009-03-01
1387-12-12,133.2,2009-03-02
1387-12-13,129.3,2009-03-03
1387-12-14,126.1,2009-03-04
1387-12-17,125.7,2009-03-07
1387-12-18,125.7,2009-03-08
1387-12-19,125.7,2009-03-09
1387-12-20,122.9,2009-03-10
1387-12-21,126.3,2009-03-11
1387-12-24,126.3,2009-03-14
1387-12-26,126.3,2009-03-16
1387-12-27,126.7,2009-03-17
1387-12-28,129.2,2009-03-18
1388-01-05,129.2,2009-03-25
1388-01-08,129.2,2009-03-28
1388-01-09,128.1,2009-03-29
1388-01-10,129.5,2009-03-30
1388-01-11,133.3,2009-03-31
1388-01-15,137.2,2009-04-04
1388-01-16,139.8,2009-04-05
1388-01-17,144.0,2009-04-06
1388-01-18,145.8,2009-04-07
1388-01-19,150.1,2009-04-08
1388-01-22,148.0,2009-04-11
1388-01-23,147.2,2009-04-12
1388-01-24,142.8,2009-04-13
1388-01-25,139.0,2009-04-14
1388-01-26,138.9,2009-04-15
1388-01-29,139.1,2009-04-18
1388-01-30,139.1,2009-04-19
1388-01-31,141.4,2009-04-20
1388-02-01,141.4,2009-04-21
1388-02-02,141.4,2009-04-22
