jdate,value,date
1387-09-14,7669.0,2008-12-04
1387-09-15,7669.0,2008-12-05
1387-09-16,7600.1,2008-12-06
1387-09-17,7551.6,2008-12-07
1387-09-18,7518.4,2008-12-08
1387-09-20,7450.5,2008-12-10
1387-09-23,7398.7,2008-12-13
1387-09-24,7333.7,2008-12-14
1387-09-25,7312.8,2008-12-15
1387-09-26,7290.7,2008-12-16
1387-09-30,7277.5,2008-12-20
1387-10-01,7270.7,2008-12-21
1387-10-02,7249.3,2008-12-22
1387-10-03,7224.4,2008-12-23
1387-10-04,7212.3,2008-12-24
1387-10-07,7202.4,2008-12-27
1387-10-08,7173.4,2008-12-28
1387-10-09,7141.5,2008-12-29
1387-10-10,7105.0,2008-12-30
1387-10-11,7064.0,2008-12-31
1387-10-14,7049.8,2009-01-03
1387-10-15,7026.8,2009-01-04
1387-10-16,7006.3,2009-01-05
1387-10-21,6986.2,2009-01-10
1387-10-22,6953.6,2009-01-11
1387-10-23,6930.4,2009-01-12
1387-10-24,6873.5,2009-01-13
1387-10-25,6866.6,2009-01-14
1387-10-28,6867.4,2009-01-17
1387-10-29,6867.6,2009-01-18
1387-10-30,6879.8,2009-01-19
1387-11-01,6896.7,2009-01-20
1387-11-02,6912.7,2009-01-21
1387-11-05,6958.7,2009-01-24
1387-11-06,6927.3,2009-01-25
1387-11-07,6917.2,2009-01-26
1387-11-08,6923.2,2009-01-27
1387-11-09,6914.0,2009-01-28
1387-11-12,6928.3,2009-01-31
1387-11-13,6912.0,2009-02-01
1387-11-14,6913.3,2009-02-02
1387-11-15,6894.0,2009-02-03
1387-11-16,6872.4,2009-02-04
1387-11-19,6857.4,2009-02-07
1387-11-20,6838.2,2009-02-08
1387-11-21,6820.9,2009-02-09
1387-11-23,6826.6,2009-02-11
1387-11-26,6813.0,2009-02-14
1387-11-27,6807.1,2009-02-15
1387-11-29,6785.9,2009-02-17
1387-11-30,6772.2,2009-02-18
1387-12-03,6749.9,2009-02-21
1387-12-04,6689.7,2009-02-22
1387-12-05,6658.6,2009-02-23
1387-12-07,6641.9,2009-02-25
1387-12-10,6632.0,2009-02-28
1387-12-11,6617.4,2009-03-01
1387-12-12,6608.0,2009-03-02
1387-12-13,6596.7,2009-03-03
1387-12-14,6581.1,2009-03-04
1387-12-17,6530.0,2009-03-07
1387-12-18,6511.2,2009-03-08
1387-12-19,6495.2,2009-03-09
1387-12-20,6534.3,2009-03-10
1387-12-21,6532.4,2009-03-11
1387-12-24,6524.7,2009-03-14
1387-12-26,6389.4,2009-03-16
1387-12-27,6389.8,2009-03-17
1387-12-28,6383.7,2009-03-18
1388-01-05,6383.8,2009-03-25
1388-01-08,6386.7,2009-03-28
1388-01-09,6373.5,2009-03-29
1388-01-10,6389.0,2009-03-30
1388-01-11,6402.0,2009-03-31
1388-01-15,6415.1,2009-04-04
1388-01-16,6429.1,2009-04-05
1388-01-17,6468.2,2009-04-06
1388-01-18,6494.3,2009-04-07
1388-01-19,6527.3,2009-04-08
1388-01-22,6570.8,2009-04-11
1388-01-23,6591.7,2009-04-12
1388-01-24,6617.8,2009-04-13
1388-01-25,6672.7,2009-04-14
1388-01-26,6671.2,2009-04-15
1388-01-29,6707.5,2009-04-18
1388-01-30,6761.1,2009-04-19
1388-01-31,6841.0,2009-04-20
1388-02-01,6844.1,2009-04-21
1388-02-02,6874.5,2009-04-22
1388-02-05,6866.4,2009-04-25
1388-02-06,6898.2,2009-04-26
1388-02-07,6905.6,2009-04-27
1388-02-08,6908.2,2009-04-28
1388-02-09,6913.7,2009-04-29
1388-02-12,6926.9,2009-05-02
1388-02-13,6963.3,2009-05-03
1388-02-14,7017.7,2009-05-04
1388-02-15,7078.7,2009-05-05
1388-02-16,7152.1,2009-05-06
1388-02-19,7251.2,2009-05-09
1388-02-20,7306.1,2009-05-10
1388-02-21,7364.4,2009-05-11
1388-02-22,7339.4,2009-05-12
1388-02-23,7299.3,2009-05-13
1388-02-26,7245.8,2009-05-16
1388-02-27,7269.3,2009-05-17
1388-02-28,7311.7,2009-05-18
1388-02-29,7296.3,2009-05-19
1388-02-30,7334.6,2009-05-20
1388-03-02,7356.8,2009-05-23
1388-03-03,7327.8,2009-05-24
1388-03-04,7280.8,2009-05-25
1388-03-05,7246.0,2009-05-26
1388-03-06,7266.9,2009-05-27
1388-03-09,7311.4,2009-05-30
1388-03-10,7314.2,2009-05-31
1388-03-11,7319.2,2009-06-01
1388-03-12,7346.8,2009-06-02
1388-03-13,7395.6,2009-06-03
1388-03-16,7429.8,2009-06-06
1388-03-17,7507.6,2009-06-07
1388-03-18,7547.3,2009-06-08
1388-03-19,7589.5,2009-06-09
1388-03-20,7651.6,2009-06-10
1388-03-23,7675.9,2009-06-13
1388-03-24,7623.6,2009-06-14
1388-03-25,7611.3,2009-06-15
1388-03-26,7586.0,2009-06-16
1388-03-27,7564.0,2009-06-17
1388-03-30,7560.3,2009-06-20
1388-03-31,7568.2,2009-06-21
1388-04-01,7556.3,2009-06-22
1388-04-02,7644.1,2009-06-23
1388-04-03,7642.5,2009-06-24
1388-04-06,7645.1,2009-06-27
1388-04-07,7654.2,2009-06-28
1388-04-08,7659.6,2009-06-29
1388-04-09,7679.1,2009-06-30
1388-04-10,7755.0,2009-07-01
1388-04-13,7753.6,2009-07-04
1388-04-14,7730.2,2009-07-05
1388-04-16,7734.8,2009-07-07
1388-04-20,7712.4,2009-07-11
1388-04-21,7679.1,2009-07-12
1388-04-22,7606.5,2009-07-13
1388-04-23,7627.6,2009-07-14
1388-04-24,7647.7,2009-07-15
1388-04-25,7647.7,2009-07-16
1388-04-27,7694.1,2009-07-18
1388-04-28,7722.6,2009-07-19
1388-04-30,7727.8,2009-07-21
1388-04-31,7736.0,2009-07-22
1388-05-03,7733.3,2009-07-25
1388-05-04,7736.1,2009-07-26
1388-05-05,7909.6,2009-07-27
1388-05-06,7934.9,2009-07-28
1388-05-07,7969.8,2009-07-29
1388-05-10,8009.2,2009-08-01
1388-05-11,8027.6,2009-08-02
1388-05-12,8031.9,2009-08-03
1388-05-13,8057.1,2009-08-04
1388-05-14,8097.5,2009-08-05
1388-05-17,8170.3,2009-08-08
1388-05-18,8203.5,2009-08-09
1388-05-19,8261.9,2009-08-10
1388-05-20,8271.5,2009-08-11
1388-05-21,8310.3,2009-08-12
1388-05-24,8361.4,2009-08-15
1388-05-25,8428.0,2009-08-16
1388-05-26,8488.6,2009-08-17
1388-05-27,8527.0,2009-08-18
1388-05-28,8569.2,2009-08-19
1388-05-31,8642.3,2009-08-22
1388-06-01,8696.2,2009-08-23
1388-06-02,8757.3,2009-08-24
1388-06-03,8994.8,2009-08-25
1388-06-04,9583.3,2009-08-26
1388-06-07,9731.4,2009-08-29
1388-06-08,9692.6,2009-08-30
1388-06-09,9698.9,2009-08-31
1388-06-10,9742.0,2009-09-01
1388-06-11,9746.5,2009-09-02
1388-06-14,9679.7,2009-09-05
1388-06-15,9637.9,2009-09-06
1388-06-16,9593.0,2009-09-07
1388-06-17,9644.4,2009-09-08
1388-06-18,9713.2,2009-09-09
1388-06-21,9713.2,2009-09-12
1388-06-22,9656.7,2009-09-13
1388-06-23,9616.0,2009-09-14
1388-06-24,9539.9,2009-09-15
1388-06-25,9477.4,2009-09-16
1388-06-28,9453.7,2009-09-19
1388-06-29,9453.7,2009-09-20
1388-06-30,9467.3,2009-09-21
1388-06-31,9499.0,2009-09-22
1388-07-01,9585.2,2009-09-23
1388-07-04,9623.0,2009-09-26
1388-07-05,9602.9,2009-09-27
1388-07-06,9577.4,2009-09-28
1388-07-07,9558.8,2009-09-29
1388-07-08,9530.6,2009-09-30
1388-07-11,9639.4,2009-10-03
1388-07-12,9680.3,2009-10-04
1388-07-13,9682.8,2009-10-05
1388-07-14,9718.0,2009-10-06
1388-07-15,9797.2,2009-10-07
1388-07-18,9847.2,2009-10-10
1388-07-19,9824.2,2009-10-11
1388-07-20,9799.6,2009-10-12
1388-07-21,9801.0,2009-10-13
1388-07-25,9791.2,2009-10-17
1388-07-26,9779.7,2009-10-18
1388-07-27,9842.2,2009-10-19
1388-07-28,9930.0,2009-10-20
1388-07-29,10021.2,2009-10-21
1388-08-02,10080.4,2009-10-24
1388-08-03,10167.5,2009-10-25
1388-08-04,10186.6,2009-10-26
1388-08-05,10177.6,2009-10-27
1388-08-06,10230.0,2009-10-28
1388-08-09,10298.6,2009-10-31
1388-08-10,10355.4,2009-11-01
1388-08-11,10329.3,2009-11-02
1388-08-12,10296.1,2009-11-03
1388-08-13,10327.3,2009-11-04
1388-08-16,10378.1,2009-11-07
1388-08-17,10374.1,2009-11-08
1388-08-18,10394.9,2009-11-09
1388-08-19,10251.9,2009-11-10
1388-08-20,10214.8,2009-11-11
1388-08-23,10220.8,2009-11-14
1388-08-24,10174.3,2009-11-15
1388-08-25,10144.5,2009-11-16
1388-08-26,10044.3,2009-11-17
1388-08-27,9997.3,2009-11-18
1388-08-30,9924.2,2009-11-21
1388-09-01,9856.7,2009-11-22
1388-09-02,9859.2,2009-11-23
1388-09-03,9935.3,2009-11-24
1388-09-04,9964.0,2009-11-25
1388-09-08,9909.3,2009-11-29
1388-09-09,9850.5,2009-11-30
1388-09-10,9811.8,2009-12-01
1388-09-11,9799.8,2009-12-02
1388-09-14,9789.1,2009-12-05
