jdate,value,date
1387-09-15,183.2,2008-12-05
1387-09-16,182.9,2008-12-06
1387-09-17,182.8,2008-12-07
1387-09-18,182.8,2008-12-08
1387-09-20,182.3,2008-12-10
1387-09-23,182.2,2008-12-13
1387-09-24,182.2,2008-12-14
1387-09-25,182.1,2008-12-15
1387-09-26,181.9,2008-12-16
1387-09-30,181.8,2008-12-20
1387-10-01,181.8,2008-12-21
1387-10-02,181.7,2008-12-22
1387-10-03,181.7,2008-12-23
1387-10-04,181.5,2008-12-24
1387-10-07,181.3,2008-12-27
1387-10-08,181.3,2008-12-28
1387-10-09,181.3,2008-12-29
1387-10-10,181.2,2008-12-30
1387-10-11,181.1,2008-12-31
1387-10-14,180.9,2009-01-03
1387-10-15,180.8,2009-01-04
1387-10-16,180.1,2009-01-05
1387-10-21,179.8,2009-01-10
1387-10-22,179.6,2009-01-11
1387-10-23,179.7,2009-01-12
1387-10-24,180.5,2009-01-13
1387-10-25,180.3,2009-01-14
1387-10-28,180.0,2009-01-17
1387-10-29,180.0,2009-01-18
1387-10-30,179.9,2009-01-19
1387-11-01,179.9,2009-01-20
1387-11-02,179.3,2009-01-21
1387-11-05,177.9,2009-01-24
1387-11-06,177.8,2009-01-25
1387-11-07,177.3,2009-01-26
1387-11-08,176.2,2009-01-27
1387-11-09,174.8,2009-01-28
1387-11-12,174.6,2009-01-31
1387-11-13,174.5,2009-02-01
1387-11-14,174.3,2009-02-02
1387-11-15,174.1,2009-02-03
1387-11-16,174.1,2009-02-04
1387-11-19,172.7,2009-02-07
1387-11-20,172.7,2009-02-08
1387-11-21,172.6,2009-02-09
1387-11-23,172.6,2009-02-11
1387-11-26,172.6,2009-02-14
1387-11-27,172.4,2009-02-15
1387-11-29,172.4,2009-02-17
1387-11-30,172.1,2009-02-18
1387-12-03,171.9,2009-02-21
1387-12-04,171.6,2009-02-22
1387-12-05,171.3,2009-02-23
1387-12-07,171.1,2009-02-25
1387-12-10,170.6,2009-02-28
1387-12-11,170.4,2009-03-01
1387-12-12,170.4,2009-03-02
1387-12-13,170.3,2009-03-03
1387-12-14,170.1,2009-03-04
1387-12-17,170.0,2009-03-07
1387-12-18,168.7,2009-03-08
1387-12-19,167.9,2009-03-09
1387-12-20,166.3,2009-03-10
1387-12-21,166.9,2009-03-11
1387-12-24,166.4,2009-03-14
