jdate,value,date
1387-09-15,154.8,2008-12-05
1387-09-16,154.8,2008-12-06
1387-09-17,154.8,2008-12-07
1387-09-18,154.8,2008-12-08
1387-09-20,154.8,2008-12-10
1387-09-23,154.8,2008-12-13
1387-09-24,154.8,2008-12-14
1387-09-25,154.8,2008-12-15
1387-09-26,154.8,2008-12-16
1387-09-30,154.8,2008-12-20
1387-10-01,154.8,2008-12-21
1387-10-02,154.8,2008-12-22
1387-10-03,154.8,2008-12-23
1387-10-04,154.8,2008-12-24
1387-10-07,154.8,2008-12-27
1387-10-08,154.8,2008-12-28
1387-10-09,154.8,2008-12-29
1387-10-10,154.8,2008-12-30
1387-10-11,154.8,2008-12-31
1387-10-14,154.8,2009-01-03
1387-10-15,154.8,2009-01-04
1387-10-16,154.8,2009-01-05
1387-10-21,154.8,2009-01-10
1387-10-22,154.8,2009-01-11
1387-10-23,154.8,2009-01-12
1387-10-24,154.8,2009-01-13
1387-10-25,154.8,2009-01-14
1387-10-28,154.8,2009-01-17
1387-10-29,154.8,2009-01-18
1387-10-30,154.8,2009-01-19
1387-11-01,154.8,2009-01-20
1387-11-02,154.8,2009-01-21
1387-11-05,154.8,2009-01-24
1387-11-06,153.4,2009-01-25
1387-11-07,151.9,2009-01-26
1387-11-08,151.9,2009-01-27
1387-11-09,149.1,2009-01-28
1387-11-12,148.6,2009-01-31
1387-11-13,148.6,2009-02-01
1387-11-14,148.6,2009-02-02
1387-11-15,148.6,2009-02-03
1387-11-16,148.6,2009-02-04
1387-11-19,148.6,2009-02-07
1387-11-20,148.6,2009-02-08
1387-11-21,148.6,2009-02-09
1387-11-23,148.6,2009-02-11
1387-11-26,148.6,2009-02-14
1387-11-27,148.6,2009-02-15
1387-11-29,148.6,2009-02-17
1387-11-30,148.6,2009-02-18
1387-12-03,148.6,2009-02-21
1387-12-04,148.6,2009-02-22
1387-12-05,148.6,2009-02-23
1387-12-07,148.6,2009-02-25
1387-12-10,148.6,2009-02-28
1387-12-11,148.6,2009-03-01
1387-12-12,148.6,2009-03-02
1387-12-13,148.6,2009-03-03
1387-12-14,148.6,2009-03-04
1387-12-17,148.6,2009-03-07
1387-12-18,148.6,2009-03-08
1387-12-19,148.6,2009-03-09
1387-12-20,148.6,2009-03-10
1387-12-21,148.6,2009-03-11
1387-12-24,148.6,2009-03-14
1387-12-26,148.6,2009-03-16
1387-12-27,148.6,2009-03-17
1387-12-28,148.6,2009-03-18
1388-01-05,148.6,2009-03-25
1388-01-08,148.6,2009-03-28
1388-01-09,148.6,2009-03-29
1388-01-10,148.6,2009-03-30
1388-01-11,148.6,2009-03-31
1388-01-15,148.6,2009-04-04
1388-01-16,148.6,2009-04-05
1388-01-17,148.6,2009-04-06
1388-01-18,148.6,2009-04-07
1388-01-19,148.6,2009-04-08
1388-01-22,148.6,2009-04-11
1388-01-23,148.6,2009-04-12
1388-01-24,148.6,2009-04-13
1388-01-25,148.6,2009-04-14
1388-01-26,148.6,2009-04-15
1388-01-29,148.6,2009-04-18
1388-01-30,148.6,2009-04-19
1388-01-31,148.6,2009-04-20
1388-02-01,148.6,2009-04-21
1388-02-02,148.6,2009-04-22
1388-02-05,148.6,2009-04-25
1388-02-06,148.6,2009-04-26
1388-02-07,148.6,2009-04-27
1388-02-08,148.6,2009-04-28
1388-02-09,148.6,2009-04-29
1388-02-12,148.6,2009-05-02
1388-02-13,148.6,2009-05-03
1388-02-14,148.6,2009-05-04
1388-02-15,148.6,2009-05-05
1388-02-16,148.6,2009-05-06
1388-02-19,148.6,2009-05-09
1388-02-20,148.6,2009-05-10
1388-02-21,148.6,2009-05-11
1388-02-22,148.6,2009-05-12
1388-02-23,148.6,2009-05-13
1388-02-26,148.6,2009-05-16
1388-02-27,148.6,2009-05-17
1388-02-28,148.6,2009-05-18
1388-02-29,148.6,2009-05-19
1388-02-30,148.6,2009-05-20
1388-03-02,148.6,2009-05-23
1388-03-03,148.6,2009-05-24
1388-03-04,148.6,2009-05-25
1388-03-05,139.5,2009-05-26
1388-03-06,139.5,2009-05-27
1388-03-09,139.5,2009-05-30
1388-03-10,139.5,2009-05-31
1388-03-11,139.5,2009-06-01
1388-03-12,139.5,2009-06-02
1388-03-13,139.5,2009-06-03
1388-03-16,139.5,2009-06-06
1388-03-17,139.5,2009-06-07
1388-03-18,139.5,2009-06-08
1388-03-19,139.5,2009-06-09
1388-03-20,139.5,2009-06-10
1388-03-23,139.5,2009-06-13
1388-03-24,139.5,2009-06-14
1388-03-25,139.5,2009-06-15
1388-03-26,139.5,2009-06-16
1388-03-27,139.5,2009-06-17
1388-03-30,139.5,2009-06-20
1388-03-31,139.5,2009-06-21
1388-04-01,139.5,2009-06-22
1388-04-02,139.5,2009-06-23
1388-04-03,139.5,2009-06-24
1388-04-06,139.5,2009-06-27
1388-04-07,139.5,2009-06-28
1388-04-08,139.5,2009-06-29
1388-04-09,139.5,2009-06-30
1388-04-10,139.5,2009-07-01
1388-04-13,139.5,2009-07-04
1388-04-14,139.5,2009-07-05
1388-04-16,139.5,2009-07-07
1388-04-20,139.5,2009-07-11
