jdate,value,date
1397-11-27,100.0,2019-02-16
1397-11-28,105.0,2019-02-17
1397-11-29,110.2,2019-02-18
1397-11-30,115.8,2019-02-19
1397-12-01,121.5,2019-02-20
1397-12-04,125.7,2019-02-23
1397-12-05,131.4,2019-02-24
1397-12-06,135.9,2019-02-25
1397-12-07,138.0,2019-02-26
1397-12-08,138.9,2019-02-27
1397-12-11,134.5,2019-03-02
1397-12-12,134.3,2019-03-03
1397-12-13,134.5,2019-03-04
1397-12-14,134.0,2019-03-05
1397-12-15,134.2,2019-03-06
1397-12-18,136.0,2019-03-09
1397-12-19,136.9,2019-03-10
1397-12-20,136.6,2019-03-11
1397-12-21,136.9,2019-03-12
1397-12-22,137.1,2019-03-13
1397-12-25,140.1,2019-03-16
1397-12-26,143.0,2019-03-17
1397-12-27,144.8,2019-03-18
1397-12-28,148.3,2019-03-19
1398-01-05,153.5,2019-03-25
1398-01-06,160.9,2019-03-26
1398-01-07,162.4,2019-03-27
1398-01-10,165.8,2019-03-30
1398-01-11,164.6,2019-03-31
1398-01-17,161.3,2019-04-06
1398-01-18,160.3,2019-04-07
1398-01-19,162.4,2019-04-08
1398-01-20,166.8,2019-04-09
1398-01-21,171.4,2019-04-10
1398-01-24,170.8,2019-04-13
1398-01-25,169.5,2019-04-14
1398-01-26,172.9,2019-04-15
1398-01-27,172.8,2019-04-16
1398-01-28,171.0,2019-04-17
1398-01-31,176.9,2019-04-20
1398-02-02,176.6,2019-04-22
1398-02-03,177.2,2019-04-23
1398-02-04,181.7,2019-04-24
1398-02-07,189.5,2019-04-27
1398-02-08,198.2,2019-04-28
1398-02-09,206.6,2019-04-29
1398-02-10,205.4,2019-04-30
1398-02-11,208.5,2019-05-01
1398-02-14,213.7,2019-05-04
1398-02-15,210.8,2019-05-05
1398-02-16,201.1,2019-05-06
1398-02-17,197.6,2019-05-07
1398-02-18,204.1,2019-05-08
1398-02-21,208.0,2019-05-11
1398-02-22,204.7,2019-05-12
1398-02-23,212.6,2019-05-13
1398-02-24,217.6,2019-05-14
1398-02-25,212.8,2019-05-15
1398-02-28,209.0,2019-05-18
1398-02-29,205.2,2019-05-19
1398-02-30,211.3,2019-05-20
1398-02-31,221.6,2019-05-21
1398-03-01,230.0,2019-05-22
1398-03-04,225.4,2019-05-25
1398-03-05,223.5,2019-05-26
1398-03-07,223.8,2019-05-28
1398-03-08,231.6,2019-05-29
1398-03-11,236.0,2019-06-01
1398-03-12,239.7,2019-06-02
1398-03-13,242.6,2019-06-03
1398-03-18,250.9,2019-06-08
1398-03-19,262.4,2019-06-09
1398-03-20,264.4,2019-06-10
1398-03-21,263.8,2019-06-11
1398-03-22,268.7,2019-06-12
1398-03-25,279.1,2019-06-15
1398-03-26,291.2,2019-06-16
1398-03-27,291.2,2019-06-17
1398-03-28,291.2,2019-06-18
1398-03-29,291.2,2019-06-19
1398-04-01,291.2,2019-06-22
1398-04-02,291.2,2019-06-23
1398-04-03,291.2,2019-06-24
1398-04-04,312.3,2019-06-25
1398-04-05,327.8,2019-06-26
1398-04-09,342.5,2019-06-30
1398-04-10,334.1,2019-07-01
1398-04-11,326.6,2019-07-02
1398-04-12,330.4,2019-07-03
1398-04-15,333.7,2019-07-06
1398-04-16,338.1,2019-07-07
1398-04-17,336.2,2019-07-08
1398-04-18,334.6,2019-07-09
1398-04-19,337.0,2019-07-10
1398-04-22,338.1,2019-07-13
1398-04-23,340.0,2019-07-14
1398-04-24,346.9,2019-07-15
1398-04-25,347.1,2019-07-16
1398-04-26,347.9,2019-07-17
1398-04-29,364.1,2019-07-20
1398-04-30,372.4,2019-07-21
1398-04-31,369.2,2019-07-22
1398-05-01,359.2,2019-07-23
1398-05-02,351.4,2019-07-24
1398-05-05,343.6,2019-07-27
1398-05-06,350.9,2019-07-28
1398-05-07,351.8,2019-07-29
1398-05-08,344.9,2019-07-30
1398-05-09,337.5,2019-07-31
1398-05-12,346.1,2019-08-03
1398-05-13,359.7,2019-08-04
1398-05-14,357.4,2019-08-05
1398-05-15,348.6,2019-08-06
1398-05-16,349.3,2019-08-07
1398-05-19,349.5,2019-08-10
1398-05-20,353.3,2019-08-11
1398-05-22,355.6,2019-08-13
1398-05-23,354.1,2019-08-14
1398-05-26,353.0,2019-08-17
1398-05-27,351.9,2019-08-18
1398-05-28,346.8,2019-08-19
1398-05-30,354.2,2019-08-21
1398-06-02,360.5,2019-08-24
1398-06-03,374.5,2019-08-25
1398-06-04,375.5,2019-08-26
1398-06-05,374.0,2019-08-27
1398-06-06,377.1,2019-08-28
1398-06-09,378.5,2019-08-31
1398-06-10,375.8,2019-09-01
1398-06-11,371.0,2019-09-02
1398-06-12,370.3,2019-09-03
1398-06-13,371.5,2019-09-04
1398-06-16,372.1,2019-09-07
