jdate,value,date
1387-09-15,2654.2,2008-12-05
1387-09-16,2642.6,2008-12-06
1387-09-17,2643.7,2008-12-07
1387-09-18,2644.5,2008-12-08
1387-09-20,2647.2,2008-12-10
1387-09-23,2649.1,2008-12-13
1387-09-24,2639.8,2008-12-14
1387-09-25,2654.2,2008-12-15
1387-09-26,2653.5,2008-12-16
1387-09-30,2654.0,2008-12-20
1387-10-01,2654.1,2008-12-21
1387-10-02,2655.9,2008-12-22
1387-10-03,2643.2,2008-12-23
1387-10-04,2657.0,2008-12-24
1387-10-07,2657.7,2008-12-27
1387-10-08,2659.1,2008-12-28
1387-10-09,2659.8,2008-12-29
1387-10-10,2659.7,2008-12-30
1387-10-11,2660.5,2008-12-31
1387-10-14,2661.1,2009-01-03
1387-10-15,2661.2,2009-01-04
1387-10-16,2661.4,2009-01-05
1387-10-21,2661.7,2009-01-10
1387-10-22,2660.5,2009-01-11
1387-10-23,2661.1,2009-01-12
1387-10-24,2661.7,2009-01-13
1387-10-25,2661.7,2009-01-14
1387-10-28,2662.4,2009-01-17
1387-10-29,2663.1,2009-01-18
1387-10-30,2649.4,2009-01-19
1387-11-01,2651.1,2009-01-20
1387-11-02,2653.4,2009-01-21
1387-11-05,2654.3,2009-01-24
1387-11-06,2655.5,2009-01-25
1387-11-07,2664.0,2009-01-26
1387-11-08,2665.5,2009-01-27
1387-11-09,2662.8,2009-01-28
1387-11-12,2661.4,2009-01-31
1387-11-13,2662.4,2009-02-01
1387-11-14,2662.3,2009-02-02
1387-11-15,2665.0,2009-02-03
1387-11-16,2668.8,2009-02-04
1387-11-19,2671.5,2009-02-07
1387-11-20,2671.4,2009-02-08
1387-11-21,2664.7,2009-02-09
1387-11-23,2662.8,2009-02-11
1387-11-26,2661.8,2009-02-14
1387-11-27,2662.3,2009-02-15
1387-11-29,2664.6,2009-02-17
1387-11-30,2664.4,2009-02-18
1387-12-03,2666.0,2009-02-21
1387-12-04,2666.5,2009-02-22
1387-12-05,2664.8,2009-02-23
1387-12-07,2662.3,2009-02-25
1387-12-10,2660.9,2009-02-28
1387-12-11,2655.9,2009-03-01
1387-12-12,2653.8,2009-03-02
1387-12-13,2654.5,2009-03-03
1387-12-14,2653.9,2009-03-04
1387-12-17,2653.4,2009-03-07
1387-12-18,2651.6,2009-03-08
