jdate,value,date
1395-10-04,96.0,2016-12-24
1395-10-05,94.7,2016-12-25
1395-10-06,89.9,2016-12-26
1395-10-07,86.7,2016-12-27
1395-10-08,82.9,2016-12-28
1395-10-11,80.6,2016-12-31
1395-10-12,80.5,2017-01-01
1395-10-13,83.4,2017-01-02
1395-10-14,87.3,2017-01-03
1395-10-15,87.4,2017-01-04
1395-10-18,87.5,2017-01-07
1395-10-19,88.6,2017-01-08
1395-10-20,88.3,2017-01-09
1395-10-22,88.8,2017-01-11
1395-10-25,88.6,2017-01-14
1395-10-26,87.3,2017-01-15
1395-10-27,85.6,2017-01-16
1395-10-28,85.6,2017-01-17
1395-10-29,85.5,2017-01-18
1395-11-02,85.4,2017-01-21
1395-11-03,85.4,2017-01-22
1395-11-04,85.1,2017-01-23
1395-11-05,85.2,2017-01-24
1395-11-06,85.5,2017-01-25
1395-11-09,85.8,2017-01-28
1395-11-10,85.9,2017-01-29
1395-11-11,86.5,2017-01-30
1395-11-12,86.2,2017-01-31
1395-11-13,86.0,2017-02-01
1395-11-16,85.6,2017-02-04
1395-11-17,85.2,2017-02-05
1395-11-18,83.5,2017-02-06
1395-11-19,82.9,2017-02-07
1395-11-20,81.8,2017-02-08
1395-11-23,81.5,2017-02-11
1395-11-24,80.6,2017-02-12
1395-11-25,79.5,2017-02-13
1395-11-26,79.6,2017-02-14
1395-11-27,81.6,2017-02-15
1395-11-30,83.5,2017-02-18
1395-12-01,83.0,2017-02-19
1395-12-02,82.7,2017-02-20
1395-12-03,82.5,2017-02-21
1395-12-04,82.2,2017-02-22
1395-12-07,81.7,2017-02-25
1395-12-08,80.7,2017-02-26
1395-12-09,80.1,2017-02-27
1395-12-10,79.7,2017-02-28
1395-12-11,79.6,2017-03-01
1395-12-14,79.0,2017-03-04
1395-12-15,77.9,2017-03-05
1395-12-16,77.6,2017-03-06
1395-12-17,76.6,2017-03-07
1395-12-18,76.3,2017-03-08
1395-12-21,74.9,2017-03-11
1395-12-22,75.4,2017-03-12
1395-12-23,76.6,2017-03-13
1395-12-24,76.9,2017-03-14
1395-12-25,77.1,2017-03-15
1395-12-28,80.3,2017-03-18
1396-01-05,80.4,2017-03-25
1396-01-06,80.3,2017-03-26
1396-01-07,80.3,2017-03-27
1396-01-08,80.2,2017-03-28
1396-01-09,80.0,2017-03-29
1396-01-14,79.9,2017-04-03
1396-01-15,79.7,2017-04-04
1396-01-16,79.1,2017-04-05
1396-01-19,79.4,2017-04-08
1396-01-20,78.7,2017-04-09
1396-01-21,78.1,2017-04-10
1396-01-23,79.9,2017-04-12
1396-01-26,81.5,2017-04-15
1396-01-27,78.7,2017-04-16
1396-01-28,78.7,2017-04-17
1396-01-29,77.5,2017-04-18
1396-01-30,77.1,2017-04-19
1396-02-02,79.6,2017-04-22
1396-02-03,79.9,2017-04-23
