jdate,value,date
1387-09-15,1921.9,2008-12-05
1387-09-16,1921.9,2008-12-06
1387-09-17,1921.9,2008-12-07
1387-09-18,1893.6,2008-12-08
1387-09-20,1892.6,2008-12-10
1387-09-23,1892.6,2008-12-13
1387-09-24,1892.3,2008-12-14
1387-09-25,1892.3,2008-12-15
1387-09-26,1892.1,2008-12-16
1387-09-30,1892.1,2008-12-20
1387-10-01,1890.6,2008-12-21
1387-10-02,1890.5,2008-12-22
1387-10-03,1890.2,2008-12-23
1387-10-04,1890.1,2008-12-24
1387-10-07,1887.7,2008-12-27
1387-10-08,1887.6,2008-12-28
1387-10-09,1887.7,2008-12-29
1387-10-10,1887.7,2008-12-30
1387-10-11,1887.1,2008-12-31
1387-10-14,1887.1,2009-01-03
1387-10-15,1887.1,2009-01-04
1387-10-16,1885.7,2009-01-05
1387-10-21,1885.1,2009-01-10
1387-10-22,1884.8,2009-01-11
1387-10-23,1884.8,2009-01-12
1387-10-24,1884.3,2009-01-13
1387-10-25,1883.9,2009-01-14
1387-10-28,1883.9,2009-01-17
1387-10-29,1883.5,2009-01-18
1387-10-30,1883.4,2009-01-19
1387-11-01,1883.2,2009-01-20
1387-11-02,1883.2,2009-01-21
1387-11-05,1882.7,2009-01-24
1387-11-06,1882.5,2009-01-25
1387-11-07,1882.7,2009-01-26
1387-11-08,1883.3,2009-01-27
1387-11-09,1761.7,2009-01-28
1387-11-12,1761.7,2009-01-31
1387-11-13,1761.2,2009-02-01
1387-11-14,1760.9,2009-02-02
1387-11-15,1760.9,2009-02-03
1387-11-16,1760.7,2009-02-04
1387-11-19,1760.6,2009-02-07
1387-11-20,1760.0,2009-02-08
1387-11-21,1759.5,2009-02-09
1387-11-23,1759.1,2009-02-11
1387-11-26,1759.1,2009-02-14
1387-11-27,1759.1,2009-02-15
1387-11-29,1759.1,2009-02-17
1387-11-30,1759.0,2009-02-18
1387-12-03,1759.2,2009-02-21
1387-12-04,1741.6,2009-02-22
1387-12-05,1738.7,2009-02-23
1387-12-07,1740.3,2009-02-25
