jdate,value,date
1387-09-15,229.1,2008-12-05
1387-09-16,229.1,2008-12-06
1387-09-17,229.1,2008-12-07
1387-09-18,229.1,2008-12-08
1387-09-20,229.1,2008-12-10
1387-09-23,229.1,2008-12-13
1387-09-24,229.1,2008-12-14
1387-09-25,229.1,2008-12-15
1387-09-26,229.1,2008-12-16
1387-09-30,229.1,2008-12-20
1387-10-01,229.1,2008-12-21
1387-10-02,229.1,2008-12-22
1387-10-03,229.1,2008-12-23
1387-10-04,229.1,2008-12-24
1387-10-07,229.1,2008-12-27
1387-10-08,229.1,2008-12-28
1387-10-09,229.1,2008-12-29
1387-10-10,229.1,2008-12-30
1387-10-11,229.1,2008-12-31
1387-10-14,229.1,2009-01-03
1387-10-15,229.1,2009-01-04
1387-10-16,229.1,2009-01-05
1387-10-21,229.1,2009-01-10
1387-10-22,229.1,2009-01-11
1387-10-23,229.1,2009-01-12
1387-10-24,229.1,2009-01-13
1387-10-25,229.1,2009-01-14
1387-10-28,229.1,2009-01-17
1387-10-29,229.1,2009-01-18
1387-10-30,229.1,2009-01-19
1387-11-01,229.1,2009-01-20
1387-11-02,229.1,2009-01-21
1387-11-05,229.1,2009-01-24
1387-11-06,229.1,2009-01-25
1387-11-07,229.1,2009-01-26
1387-11-08,229.1,2009-01-27
1387-11-09,229.1,2009-01-28
1387-11-12,229.1,2009-01-31
1387-11-13,229.1,2009-02-01
1387-11-14,229.1,2009-02-02
1387-11-15,229.1,2009-02-03
1387-11-16,229.1,2009-02-04
1387-11-19,229.1,2009-02-07
1387-11-20,229.1,2009-02-08
1387-11-21,229.1,2009-02-09
1387-11-23,229.1,2009-02-11
1387-11-26,229.1,2009-02-14
1387-11-27,229.1,2009-02-15
1387-11-29,229.1,2009-02-17
1387-11-30,229.1,2009-02-18
1387-12-03,229.1,2009-02-21
1387-12-04,229.1,2009-02-22
1387-12-05,229.1,2009-02-23
1387-12-07,229.1,2009-02-25
1387-12-10,229.1,2009-02-28
1387-12-11,229.1,2009-03-01
1387-12-12,229.1,2009-03-02
1387-12-13,229.1,2009-03-03
1387-12-14,229.1,2009-03-04
1387-12-17,229.1,2009-03-07
1387-12-18,229.1,2009-03-08
1387-12-19,229.1,2009-03-09
1387-12-20,229.1,2009-03-10
1387-12-21,229.1,2009-03-11
1387-12-24,229.1,2009-03-14
1387-12-26,229.1,2009-03-16
1387-12-27,193.5,2009-03-17
1387-12-28,194.5,2009-03-18
1388-01-05,194.5,2009-03-25
1388-01-08,194.5,2009-03-28
1388-01-09,194.5,2009-03-29
1388-01-10,194.7,2009-03-30
1388-01-11,194.7,2009-03-31
1388-01-15,194.7,2009-04-04
1388-01-16,194.9,2009-04-05
1388-01-17,196.7,2009-04-06
1388-01-18,198.6,2009-04-07
1388-01-19,200.5,2009-04-08
1388-01-22,200.6,2009-04-11
1388-01-23,202.6,2009-04-12
1388-01-24,203.0,2009-04-13
1388-01-25,205.1,2009-04-14
1388-01-26,207.2,2009-04-15
1388-01-29,209.5,2009-04-18
1388-01-30,211.7,2009-04-19
1388-01-31,214.1,2009-04-20
1388-02-01,214.1,2009-04-21
1388-02-02,214.6,2009-04-22
1388-02-05,214.7,2009-04-25
1388-02-06,214.7,2009-04-26
1388-02-07,214.7,2009-04-27
1388-02-08,214.7,2009-04-28
