jdate,value,date
1387-09-15,22174.1,2008-12-05
1387-09-16,22159.7,2008-12-06
1387-09-17,22082.5,2008-12-07
1387-09-18,21985.8,2008-12-08
1387-09-20,21945.2,2008-12-10
1387-09-23,21907.7,2008-12-13
1387-09-24,21819.0,2008-12-14
1387-09-25,21778.2,2008-12-15
1387-09-26,21744.4,2008-12-16
1387-09-30,21675.0,2008-12-20
1387-10-01,21704.0,2008-12-21
1387-10-02,21713.6,2008-12-22
1387-10-03,21739.6,2008-12-23
1387-10-04,21735.9,2008-12-24
1387-10-07,21815.3,2008-12-27
1387-10-08,21814.7,2008-12-28
1387-10-09,21738.5,2008-12-29
1387-10-10,21670.0,2008-12-30
1387-10-11,21609.1,2008-12-31
1387-10-14,21593.1,2009-01-03
1387-10-15,21581.7,2009-01-04
1387-10-16,21584.5,2009-01-05
1387-10-21,21572.6,2009-01-10
1387-10-22,21471.1,2009-01-11
1387-10-23,21463.5,2009-01-12
1387-10-24,21425.6,2009-01-13
1387-10-25,21432.6,2009-01-14
1387-10-28,21439.6,2009-01-17
1387-10-29,21473.1,2009-01-18
1387-10-30,21527.3,2009-01-19
1387-11-01,21579.7,2009-01-20
1387-11-02,21610.5,2009-01-21
1387-11-05,21704.5,2009-01-24
1387-11-06,21724.4,2009-01-25
1387-11-07,21741.0,2009-01-26
1387-11-08,21812.2,2009-01-27
1387-11-09,21730.5,2009-01-28
1387-11-12,21534.4,2009-01-31
1387-11-13,21519.8,2009-02-01
1387-11-14,21508.0,2009-02-02
1387-11-15,21457.0,2009-02-03
1387-11-16,21436.6,2009-02-04
1387-11-19,21394.1,2009-02-07
1387-11-20,21232.7,2009-02-08
1387-11-21,21177.5,2009-02-09
1387-11-23,21301.5,2009-02-11
1387-11-26,21409.8,2009-02-14
1387-11-27,21473.4,2009-02-15
1387-11-29,21467.6,2009-02-17
1387-11-30,21418.6,2009-02-18
1387-12-03,21258.8,2009-02-21
1387-12-04,21242.5,2009-02-22
1387-12-05,21215.5,2009-02-23
1387-12-07,21129.4,2009-02-25
1387-12-10,21046.6,2009-02-28
1387-12-11,20949.5,2009-03-01
1387-12-12,20881.6,2009-03-02
1387-12-13,20869.0,2009-03-03
1387-12-14,20878.1,2009-03-04
1387-12-17,20870.2,2009-03-07
1387-12-18,20854.6,2009-03-08
1387-12-19,20757.4,2009-03-09
1387-12-20,20743.3,2009-03-10
1387-12-21,20634.7,2009-03-11
1387-12-24,20379.3,2009-03-14
1387-12-26,20490.4,2009-03-16
1387-12-27,20526.9,2009-03-17
1387-12-28,20552.8,2009-03-18
1388-01-05,20561.5,2009-03-25
1388-01-08,20648.0,2009-03-28
1388-01-09,20691.4,2009-03-29
1388-01-10,20757.8,2009-03-30
1388-01-11,20907.8,2009-03-31
1388-01-15,20985.2,2009-04-04
1388-01-16,21037.7,2009-04-05
1388-01-17,20992.1,2009-04-06
1388-01-18,20992.1,2009-04-07
1388-01-19,21146.1,2009-04-08
1388-01-22,21312.6,2009-04-11
1388-01-23,21463.6,2009-04-12
1388-01-24,21716.5,2009-04-13
1388-01-25,21934.1,2009-04-14
1388-01-26,22078.4,2009-04-15
1388-01-29,22212.8,2009-04-18
1388-01-30,22463.0,2009-04-19
1388-01-31,22770.0,2009-04-20
1388-02-01,22820.7,2009-04-21
1388-02-02,22967.6,2009-04-22
1388-02-05,22985.1,2009-04-25
1388-02-06,22838.5,2009-04-26
1388-02-07,22874.4,2009-04-27
1388-02-08,22872.7,2009-04-28
1388-02-09,22792.1,2009-04-29
1388-02-12,22862.1,2009-05-02
1388-02-13,22881.4,2009-05-03
1388-02-14,22762.5,2009-05-04
1388-02-15,22796.4,2009-05-05
1388-02-16,23199.7,2009-05-06
1388-02-19,23580.7,2009-05-09
1388-02-20,23890.2,2009-05-10
1388-02-21,24029.4,2009-05-11
1388-02-22,23902.4,2009-05-12
1388-02-23,23625.4,2009-05-13
1388-02-26,23505.9,2009-05-16
1388-02-27,23491.7,2009-05-17
1388-02-28,23698.7,2009-05-18
1388-02-29,23760.4,2009-05-19
1388-02-30,23869.7,2009-05-20
1388-03-02,23856.0,2009-05-23
1388-03-03,23722.5,2009-05-24
1388-03-04,23686.8,2009-05-25
1388-03-05,23633.2,2009-05-26
1388-03-06,23763.9,2009-05-27
1388-03-09,23908.7,2009-05-30
1388-03-10,23884.7,2009-05-31
1388-03-11,23764.1,2009-06-01
1388-03-12,23729.6,2009-06-02
1388-03-13,23844.4,2009-06-03
1388-03-16,23761.1,2009-06-06
1388-03-17,23674.9,2009-06-07
1388-03-18,23664.5,2009-06-08
1388-03-19,23719.5,2009-06-09
1388-03-20,23909.3,2009-06-10
1388-03-23,23864.1,2009-06-13
1388-03-24,23631.8,2009-06-14
1388-03-25,23530.7,2009-06-15
1388-03-26,23417.7,2009-06-16
1388-03-27,23398.9,2009-06-17
1388-03-30,23410.5,2009-06-20
1388-03-31,23426.5,2009-06-21
1388-04-01,23387.4,2009-06-22
1388-04-02,23442.2,2009-06-23
1388-04-03,23567.5,2009-06-24
1388-04-06,23614.1,2009-06-27
1388-04-07,23683.8,2009-06-28
1388-04-08,23726.9,2009-06-29
1388-04-09,23783.9,2009-06-30
1388-04-10,23872.9,2009-07-01
1388-04-13,23872.4,2009-07-04
1388-04-14,23871.4,2009-07-05
1388-04-16,23900.6,2009-07-07
1388-04-20,24027.8,2009-07-11
1388-04-21,23994.4,2009-07-12
1388-04-22,24058.1,2009-07-13
1388-04-23,24208.7,2009-07-14
1388-04-24,24346.2,2009-07-15
1388-04-25,24346.2,2009-07-16
1388-04-27,24381.4,2009-07-18
1388-04-28,24598.8,2009-07-19
1388-04-30,24617.0,2009-07-21
1388-04-31,24611.3,2009-07-22
1388-05-03,24593.3,2009-07-25
1388-05-04,24656.5,2009-07-26
1388-05-05,24463.5,2009-07-27
1388-05-06,24455.4,2009-07-28
1388-05-07,24478.2,2009-07-29
1388-05-10,24570.8,2009-08-01
1388-05-11,24634.5,2009-08-02
1388-05-12,24606.4,2009-08-03
1388-05-13,24591.8,2009-08-04
1388-05-14,24614.2,2009-08-05
1388-05-17,24642.9,2009-08-08
1388-05-18,24621.8,2009-08-09
1388-05-19,24594.1,2009-08-10
1388-05-20,24616.4,2009-08-11
1388-05-21,24701.1,2009-08-12
1388-05-24,24771.0,2009-08-15
1388-05-25,24793.0,2009-08-16
1388-05-26,24854.3,2009-08-17
1388-05-27,24915.0,2009-08-18
1388-05-28,25067.4,2009-08-19
1388-05-31,25143.3,2009-08-22
1388-06-01,25152.7,2009-08-23
1388-06-02,25114.1,2009-08-24
1388-06-03,25198.0,2009-08-25
1388-06-04,25123.8,2009-08-26
1388-06-07,25083.9,2009-08-29
1388-06-08,25013.5,2009-08-30
1388-06-09,25103.1,2009-08-31
1388-06-10,25152.7,2009-09-01
1388-06-11,25152.8,2009-09-02
1388-06-14,25094.2,2009-09-05
1388-06-15,24947.8,2009-09-06
1388-06-16,24962.1,2009-09-07
1388-06-17,25053.3,2009-09-08
1388-06-18,25252.8,2009-09-09
1388-06-21,25252.8,2009-09-12
1388-06-22,25228.5,2009-09-13
1388-06-23,25302.0,2009-09-14
1388-06-24,25347.2,2009-09-15
1388-06-25,25351.1,2009-09-16
1388-06-28,25463.4,2009-09-19
1388-06-29,25463.4,2009-09-20
1388-06-30,25586.7,2009-09-21
1388-06-31,25735.5,2009-09-22
1388-07-01,25912.0,2009-09-23
1388-07-04,26151.8,2009-09-26
1388-07-05,26473.2,2009-09-27
1388-07-06,26543.8,2009-09-28
1388-07-07,26830.1,2009-09-29
1388-07-08,27001.3,2009-09-30
1388-07-11,27163.3,2009-10-03
1388-07-12,27312.1,2009-10-04
1388-07-13,27471.6,2009-10-05
1388-07-14,27825.7,2009-10-06
1388-07-15,28184.1,2009-10-07
1388-07-18,28506.1,2009-10-10
1388-07-19,28671.7,2009-10-11
1388-07-20,28809.2,2009-10-12
1388-07-21,28767.6,2009-10-13
1388-07-25,28555.0,2009-10-17
1388-07-26,28554.2,2009-10-18
1388-07-27,28849.5,2009-10-19
1388-07-28,29187.3,2009-10-20
1388-07-29,29486.2,2009-10-21
1388-08-02,29846.3,2009-10-24
1388-08-03,30243.1,2009-10-25
1388-08-04,30341.4,2009-10-26
1388-08-05,30711.4,2009-10-27
1388-08-06,31166.5,2009-10-28
1388-08-09,31591.7,2009-10-31
1388-08-10,32006.4,2009-11-01
1388-08-11,32002.8,2009-11-02
1388-08-12,31731.9,2009-11-03
1388-08-13,31969.9,2009-11-04
1388-08-16,32083.0,2009-11-07
1388-08-17,31871.1,2009-11-08
1388-08-18,31711.0,2009-11-09
1388-08-19,31362.5,2009-11-10
1388-08-20,31466.6,2009-11-11
1388-08-23,31871.4,2009-11-14
1388-08-24,32118.8,2009-11-15
1388-08-25,32099.8,2009-11-16
1388-08-26,31940.8,2009-11-17
1388-08-27,31727.5,2009-11-18
1388-08-30,31366.5,2009-11-21
1388-09-01,31088.2,2009-11-22
1388-09-02,31252.2,2009-11-23
1388-09-03,31480.7,2009-11-24
1388-09-04,31483.5,2009-11-25
1388-09-08,31073.7,2009-11-29
1388-09-09,30767.5,2009-11-30
1388-09-10,30643.7,2009-12-01
1388-09-11,30754.9,2009-12-02
1388-09-14,30713.4,2009-12-05
1388-09-16,30828.8,2009-12-07
1388-09-17,30719.7,2009-12-08
1388-09-18,30438.2,2009-12-09
1388-09-21,30128.2,2009-12-12
1388-09-22,29904.7,2009-12-13
1388-09-23,29866.4,2009-12-14
1388-09-24,29712.8,2009-12-15
1388-09-25,29426.4,2009-12-16
1388-09-28,29348.1,2009-12-19
1388-09-29,29490.5,2009-12-20
1388-09-30,29599.0,2009-12-21
1388-10-01,29509.3,2009-12-22
1388-10-02,29481.3,2009-12-23
1388-10-07,29433.3,2009-12-28
1388-10-08,29432.1,2009-12-29
1388-10-09,29504.4,2009-12-30
1388-10-12,29600.2,2010-01-02
1388-10-13,29558.6,2010-01-03
1388-10-14,29483.7,2010-01-04
1388-10-15,29412.9,2010-01-05
1388-10-16,29477.1,2010-01-06
1388-10-19,29601.5,2010-01-09
1388-10-20,29681.9,2010-01-10
1388-10-21,29669.6,2010-01-11
1388-10-22,29637.2,2010-01-12
1388-10-23,29610.4,2010-01-13
1388-10-26,29636.3,2010-01-16
1388-10-27,29680.0,2010-01-17
