jdate,value,date
1387-09-15,105.2,2008-12-05
1387-09-16,105.1,2008-12-06
1387-09-17,104.6,2008-12-07
1387-09-18,103.9,2008-12-08
1387-09-20,103.8,2008-12-10
1387-09-23,103.4,2008-12-13
1387-09-24,102.7,2008-12-14
1387-09-25,102.4,2008-12-15
1387-09-26,102.0,2008-12-16
1387-09-30,101.5,2008-12-20
1387-10-01,101.7,2008-12-21
1387-10-02,101.8,2008-12-22
1387-10-03,102.1,2008-12-23
1387-10-04,102.0,2008-12-24
1387-10-07,102.7,2008-12-27
1387-10-08,102.7,2008-12-28
1387-10-09,102.3,2008-12-29
1387-10-10,101.8,2008-12-30
1387-10-11,101.4,2008-12-31
1387-10-14,101.3,2009-01-03
1387-10-15,101.2,2009-01-04
1387-10-16,101.0,2009-01-05
1387-10-21,100.9,2009-01-10
1387-10-22,100.1,2009-01-11
1387-10-23,100.0,2009-01-12
1387-10-24,99.7,2009-01-13
1387-10-25,99.7,2009-01-14
1387-10-28,99.8,2009-01-17
1387-10-29,100.0,2009-01-18
1387-10-30,100.4,2009-01-19
1387-11-01,100.9,2009-01-20
1387-11-02,101.1,2009-01-21
1387-11-05,101.8,2009-01-24
1387-11-06,102.0,2009-01-25
1387-11-07,102.1,2009-01-26
1387-11-08,102.7,2009-01-27
1387-11-09,102.1,2009-01-28
1387-11-12,100.9,2009-01-31
1387-11-13,100.9,2009-02-01
1387-11-14,100.8,2009-02-02
1387-11-15,100.3,2009-02-03
1387-11-16,100.1,2009-02-04
1387-11-19,99.8,2009-02-07
1387-11-20,98.6,2009-02-08
1387-11-21,98.2,2009-02-09
1387-11-23,99.2,2009-02-11
1387-11-26,100.0,2009-02-14
1387-11-27,100.6,2009-02-15
1387-11-29,100.5,2009-02-17
1387-11-30,100.2,2009-02-18
1387-12-03,99.3,2009-02-21
1387-12-04,99.3,2009-02-22
1387-12-05,99.1,2009-02-23
1387-12-07,98.6,2009-02-25
1387-12-10,98.0,2009-02-28
1387-12-11,97.4,2009-03-01
1387-12-12,96.9,2009-03-02
1387-12-13,96.9,2009-03-03
1387-12-14,96.9,2009-03-04
1387-12-17,96.9,2009-03-07
1387-12-18,96.8,2009-03-08
1387-12-19,96.2,2009-03-09
1387-12-20,96.1,2009-03-10
1387-12-21,95.4,2009-03-11
1387-12-24,93.9,2009-03-14
1387-12-26,94.5,2009-03-16
1387-12-27,94.7,2009-03-17
1387-12-28,94.9,2009-03-18
1388-01-05,95.0,2009-03-25
1388-01-08,95.5,2009-03-28
1388-01-09,95.8,2009-03-29
1388-01-10,96.2,2009-03-30
1388-01-11,97.2,2009-03-31
1388-01-15,97.8,2009-04-04
1388-01-16,98.1,2009-04-05
1388-01-17,97.8,2009-04-06
1388-01-18,97.8,2009-04-07
1388-01-19,98.8,2009-04-08
1388-01-22,99.9,2009-04-11
1388-01-23,100.8,2009-04-12
1388-01-24,102.4,2009-04-13
1388-01-25,103.9,2009-04-14
1388-01-26,104.6,2009-04-15
1388-01-29,105.4,2009-04-18
1388-01-30,106.9,2009-04-19
1388-01-31,108.7,2009-04-20
1388-02-01,109.0,2009-04-21
1388-02-02,109.9,2009-04-22
1388-02-05,110.0,2009-04-25
1388-02-06,109.0,2009-04-26
1388-02-07,109.2,2009-04-27
1388-02-08,109.2,2009-04-28
1388-02-09,108.6,2009-04-29
1388-02-12,109.0,2009-05-02
1388-02-13,109.1,2009-05-03
1388-02-14,108.2,2009-05-04
1388-02-15,108.4,2009-05-05
1388-02-16,110.9,2009-05-06
1388-02-19,113.4,2009-05-09
1388-02-20,115.2,2009-05-10
1388-02-21,115.9,2009-05-11
1388-02-22,114.9,2009-05-12
1388-02-23,113.0,2009-05-13
1388-02-26,112.1,2009-05-16
1388-02-27,111.9,2009-05-17
1388-02-28,113.0,2009-05-18
1388-02-29,113.3,2009-05-19
1388-02-30,113.8,2009-05-20
1388-03-02,113.7,2009-05-23
1388-03-03,112.9,2009-05-24
1388-03-04,112.6,2009-05-25
1388-03-05,112.2,2009-05-26
1388-03-06,113.0,2009-05-27
1388-03-09,113.3,2009-05-30
1388-03-10,113.0,2009-05-31
1388-03-11,112.0,2009-06-01
1388-03-12,111.6,2009-06-02
1388-03-13,112.1,2009-06-03
1388-03-16,111.5,2009-06-06
1388-03-17,111.1,2009-06-07
1388-03-18,111.0,2009-06-08
1388-03-19,111.2,2009-06-09
1388-03-20,112.2,2009-06-10
1388-03-23,111.9,2009-06-13
1388-03-24,110.6,2009-06-14
1388-03-25,110.0,2009-06-15
1388-03-26,109.6,2009-06-16
1388-03-27,109.5,2009-06-17
1388-03-30,109.6,2009-06-20
1388-03-31,109.3,2009-06-21
1388-04-01,109.2,2009-06-22
1388-04-02,109.5,2009-06-23
1388-04-03,110.3,2009-06-24
1388-04-06,110.6,2009-06-27
1388-04-07,111.0,2009-06-28
1388-04-08,111.3,2009-06-29
