jdate,value,date
1387-09-15,485.2,2008-12-05
1387-09-16,484.9,2008-12-06
1387-09-17,484.7,2008-12-07
1387-09-18,484.3,2008-12-08
1387-09-20,483.9,2008-12-10
1387-09-23,483.3,2008-12-13
1387-09-24,481.8,2008-12-14
1387-09-25,480.4,2008-12-15
1387-09-26,479.1,2008-12-16
1387-09-30,477.9,2008-12-20
1387-10-01,477.7,2008-12-21
1387-10-02,478.7,2008-12-22
1387-10-03,478.3,2008-12-23
1387-10-04,477.9,2008-12-24
1387-10-07,477.8,2008-12-27
1387-10-08,477.6,2008-12-28
1387-10-09,477.5,2008-12-29
1387-10-10,477.5,2008-12-30
1387-10-11,476.8,2008-12-31
1387-10-14,475.8,2009-01-03
1387-10-15,475.7,2009-01-04
1387-10-16,475.3,2009-01-05
1387-10-21,474.9,2009-01-10
1387-10-22,474.1,2009-01-11
1387-10-23,472.9,2009-01-12
1387-10-24,472.0,2009-01-13
1387-10-25,471.3,2009-01-14
1387-10-28,470.7,2009-01-17
1387-10-29,470.8,2009-01-18
1387-10-30,470.8,2009-01-19
1387-11-01,470.7,2009-01-20
1387-11-02,469.7,2009-01-21
1387-11-05,469.6,2009-01-24
1387-11-06,469.4,2009-01-25
1387-11-07,468.6,2009-01-26
1387-11-08,468.3,2009-01-27
1387-11-09,467.8,2009-01-28
1387-11-12,467.5,2009-01-31
1387-11-13,466.7,2009-02-01
1387-11-14,466.7,2009-02-02
1387-11-15,467.5,2009-02-03
1387-11-16,468.1,2009-02-04
1387-11-19,468.0,2009-02-07
1387-11-20,467.6,2009-02-08
1387-11-21,468.3,2009-02-09
1387-11-23,468.0,2009-02-11
1387-11-26,467.9,2009-02-14
1387-11-27,468.2,2009-02-15
1387-11-29,467.9,2009-02-17
1387-11-30,467.7,2009-02-18
1387-12-03,466.6,2009-02-21
1387-12-04,466.2,2009-02-22
1387-12-05,464.1,2009-02-23
1387-12-07,464.8,2009-02-25
1387-12-10,466.3,2009-02-28
1387-12-11,467.5,2009-03-01
1387-12-12,467.5,2009-03-02
1387-12-13,463.1,2009-03-03
1387-12-14,462.4,2009-03-04
1387-12-17,461.9,2009-03-07
1387-12-18,461.7,2009-03-08
1387-12-19,461.0,2009-03-09
1387-12-20,461.9,2009-03-10
1387-12-21,462.6,2009-03-11
1387-12-24,462.8,2009-03-14
1387-12-26,462.1,2009-03-16
1387-12-27,460.9,2009-03-17
1387-12-28,460.7,2009-03-18
1388-01-05,460.8,2009-03-25
1388-01-08,461.2,2009-03-28
1388-01-09,462.1,2009-03-29
1388-01-10,461.9,2009-03-30
1388-01-11,462.0,2009-03-31
1388-01-15,462.4,2009-04-04
1388-01-16,459.0,2009-04-05
1388-01-17,460.7,2009-04-06
1388-01-18,460.2,2009-04-07
1388-01-19,460.4,2009-04-08
1388-01-22,460.6,2009-04-11
1388-01-23,461.1,2009-04-12
1388-01-24,461.1,2009-04-13
1388-01-25,462.0,2009-04-14
1388-01-26,463.9,2009-04-15
1388-01-29,465.4,2009-04-18
1388-01-30,468.5,2009-04-19
1388-01-31,472.5,2009-04-20
1388-02-01,474.2,2009-04-21
1388-02-02,475.3,2009-04-22
1388-02-05,475.3,2009-04-25
1388-02-06,478.8,2009-04-26
1388-02-07,479.4,2009-04-27
1388-02-08,481.1,2009-04-28
1388-02-09,481.7,2009-04-29
1388-02-12,482.3,2009-05-02
1388-02-13,483.0,2009-05-03
1388-02-14,483.4,2009-05-04
1388-02-15,482.5,2009-05-05
1388-02-16,481.4,2009-05-06
