jdate,value,date
1387-09-15,308.0,2008-12-05
1387-09-16,307.5,2008-12-06
1387-09-17,307.6,2008-12-07
1387-09-18,307.6,2008-12-08
1387-09-20,307.6,2008-12-10
1387-09-23,307.6,2008-12-13
1387-09-24,307.6,2008-12-14
1387-09-25,307.6,2008-12-15
1387-09-26,307.6,2008-12-16
1387-09-30,307.7,2008-12-20
1387-10-01,307.7,2008-12-21
1387-10-02,307.7,2008-12-22
1387-10-03,307.5,2008-12-23
1387-10-04,307.4,2008-12-24
1387-10-07,307.0,2008-12-27
1387-10-08,303.8,2008-12-28
1387-10-09,303.7,2008-12-29
1387-10-10,302.0,2008-12-30
1387-10-11,300.5,2008-12-31
1387-10-14,296.7,2009-01-03
1387-10-15,296.7,2009-01-04
1387-10-16,293.5,2009-01-05
1387-10-21,293.3,2009-01-10
1387-10-22,290.3,2009-01-11
1387-10-23,290.3,2009-01-12
1387-10-24,290.1,2009-01-13
1387-10-25,289.9,2009-01-14
1387-10-28,289.9,2009-01-17
1387-10-29,289.8,2009-01-18
1387-10-30,290.4,2009-01-19
1387-11-01,292.6,2009-01-20
1387-11-02,289.9,2009-01-21
1387-11-05,288.3,2009-01-24
1387-11-06,280.4,2009-01-25
1387-11-07,279.8,2009-01-26
1387-11-08,279.5,2009-01-27
1387-11-09,279.5,2009-01-28
1387-11-12,279.1,2009-01-31
1387-11-13,279.1,2009-02-01
1387-11-14,276.9,2009-02-02
1387-11-15,276.7,2009-02-03
1387-11-16,276.9,2009-02-04
1387-11-19,276.7,2009-02-07
1387-11-20,276.3,2009-02-08
1387-11-21,276.1,2009-02-09
1387-11-23,275.5,2009-02-11
1387-11-26,275.4,2009-02-14
1387-11-27,276.5,2009-02-15
1387-11-29,275.8,2009-02-17
1387-11-30,275.2,2009-02-18
1387-12-03,275.1,2009-02-21
1387-12-04,275.4,2009-02-22
1387-12-05,275.0,2009-02-23
1387-12-07,274.7,2009-02-25
1387-12-10,274.5,2009-02-28
1387-12-11,271.8,2009-03-01
1387-12-12,271.5,2009-03-02
1387-12-13,269.6,2009-03-03
1387-12-14,269.6,2009-03-04
1387-12-17,269.5,2009-03-07
1387-12-18,269.3,2009-03-08
1387-12-19,269.0,2009-03-09
1387-12-20,268.4,2009-03-10
1387-12-21,268.1,2009-03-11
1387-12-24,268.1,2009-03-14
1387-12-26,269.0,2009-03-16
1387-12-27,268.9,2009-03-17
1387-12-28,269.0,2009-03-18
1388-01-05,269.1,2009-03-25
1388-01-08,269.2,2009-03-28
1388-01-09,269.3,2009-03-29
1388-01-10,265.5,2009-03-30
1388-01-11,275.0,2009-03-31
1388-01-15,275.0,2009-04-04
1388-01-16,270.8,2009-04-05
1388-01-17,270.5,2009-04-06
1388-01-18,270.5,2009-04-07
1388-01-19,270.7,2009-04-08
1388-01-22,271.0,2009-04-11
1388-01-23,271.2,2009-04-12
